"method","sim_label","subset","TN","FN","FP","TP","Precision","Recall","secs"
"fishash_poisson_rawd","moi_0.500000_iter_2","nonzero",512526,1114,66,21415,0.996927517340906,0.950552621066181,0.264330863952637
"fishash+_contingency","moi_0.500000_iter_2","full",3976543,1098,676,21683,0.969766089717787,0.951801940213336,1.12710285186768
"fishash+_contingency","moi_0.500000_iter_2","nonzero",511916,846,676,21683,0.969766089717787,0.962448399840206,1.12710285186768
"fishash_refit0","moi_0.500000_iter_3","full",3976951,1423,232,21394,0.989272172385092,0.937634220099049,0.659225940704346
"fishash_refit0","moi_0.500000_iter_3","nonzero",501562,1163,232,21394,0.989272172385092,0.948441725406747,0.659225940704346
"fishash_refit10","moi_0.500000_iter_3","full",3977105,1407,78,21410,0.996370067014147,0.938335451636937,2.53196811676025
"fishash_refit10","moi_0.500000_iter_3","nonzero",501716,1147,78,21410,0.996370067014147,0.949151039588598,2.53196811676025
"fishash+_poisson","moi_0.500000_iter_3","full",3976623,1115,560,21702,0.974845027400952,0.951132927203401,0.530055999755859
"fishash+_poisson","moi_0.500000_iter_3","nonzero",501234,855,560,21702,0.974845027400952,0.962096023407368,0.530055999755859
"fishash_poisson_rawd","moi_0.500000_iter_3","full",3977112,1432,71,21385,0.996690902311708,0.937239777358987,0.268840074539185
"fishash_poisson_rawd","moi_0.500000_iter_3","nonzero",501723,1172,71,21385,0.996690902311708,0.948042736179456,0.268840074539185
"fishash+_contingency","moi_0.500000_iter_3","full",3976588,1112,595,21705,0.973318385650224,0.951264408116755,0.790772914886475
"fishash+_contingency","moi_0.500000_iter_3","nonzero",501199,852,595,21705,0.973318385650224,0.962229019816465,0.790772914886475
"fishash_refit0","moi_0.500000_iter_4","full",3977027,1301,245,21427,0.988695090439277,0.942757831749384,0.632601022720337
"fishash_refit0","moi_0.500000_iter_4","nonzero",523005,1075,245,21427,0.988695090439277,0.952226468758333,0.632601022720337
"fishash_refit10","moi_0.500000_iter_4","full",3977211,1271,61,21457,0.997165164048703,0.944077789510736,2.07694292068481
"fishash_refit10","moi_0.500000_iter_4","nonzero",523189,1045,61,21457,0.997165164048703,0.953559683583681,2.07694292068481
"fishash+_poisson","moi_0.500000_iter_4","full",3976730,1018,542,21710,0.975642638863922,0.955209433298134,0.538309812545776
"fishash+_poisson","moi_0.500000_iter_4","nonzero",522708,792,542,21710,0.975642638863922,0.96480312861079,0.538309812545776
"fishash_poisson_rawd","moi_0.500000_iter_4","full",3977215,1285,57,21443,0.997348837209302,0.943461809222105,0.281815052032471
"fishash_poisson_rawd","moi_0.500000_iter_4","nonzero",523193,1059,57,21443,0.997348837209302,0.952937516665185,0.281815052032471
"fishash+_contingency","moi_0.500000_iter_4","full",3976707,1016,565,21712,0.974637518516856,0.955297430482225,1.16188311576843
"fishash+_contingency","moi_0.500000_iter_4","nonzero",522685,790,565,21712,0.974637518516856,0.964892009599147,1.16188311576843
"fishash_refit0","moi_0.500000_iter_5","full",3977138,1400,134,21328,0.993756406672258,0.938401971136924,0.570993900299072
"fishash_refit0","moi_0.500000_iter_5","nonzero",534885,1171,134,21328,0.993756406672258,0.947953242366327,0.570993900299072
"fishash_refit10","moi_0.500000_iter_5","full",3977212,1355,60,21373,0.9972005785471,0.940381907778951,2.08366179466248
"fishash_refit10","moi_0.500000_iter_5","nonzero",534959,1126,60,21373,0.9972005785471,0.949953331259167,2.08366179466248
"fishash+_poisson","moi_0.500000_iter_5","full",3976768,1085,504,21643,0.977242967444801,0.952261527631116,0.410945892333984
"fishash+_poisson","moi_0.500000_iter_5","nonzero",534515,856,504,21643,0.977242967444801,0.961953864616205,0.410945892333984
"fishash_poisson_rawd","moi_0.500000_iter_5","full",3977221,1375,51,21353,0.997617267800411,0.93950193593805,0.511174201965332
"fishash_poisson_rawd","moi_0.500000_iter_5","nonzero",534968,1146,51,21353,0.997617267800411,0.949064402862349,0.511174201965332
"fishash+_contingency","moi_0.500000_iter_5","full",3976752,1087,520,21641,0.976535354902757,0.952173530447026,0.621944904327393
"fishash+_contingency","moi_0.500000_iter_5","nonzero",534499,858,520,21641,0.976535354902757,0.961864971776523,0.621944904327393
"fishash_refit0","moi_0.500000_iter_6","full",3977090,1425,182,21303,0.991528973702583,0.937302006335797,0.590111017227173
"fishash_refit0","moi_0.500000_iter_6","nonzero",540900,1184,182,21303,0.991528973702583,0.947347356250278,0.590111017227173
"fishash_refit10","moi_0.500000_iter_6","full",3977202,1372,70,21356,0.996732941286288,0.939633931714185,1.91102695465088
"fishash_refit10","moi_0.500000_iter_6","nonzero",541012,1131,70,21356,0.996732941286288,0.949704273580291,1.91102695465088
"fishash+_poisson","moi_0.500000_iter_6","full",3976748,1129,524,21599,0.976314243095421,0.950325589581133,0.589290857315063
"fishash+_poisson","moi_0.500000_iter_6","nonzero",540558,888,524,21599,0.976314243095421,0.960510517187708,0.589290857315063
"fishash_poisson_rawd","moi_0.500000_iter_6","full",3977209,1379,63,21349,0.997057724640389,0.93932594156987,0.287843942642212
"fishash_poisson_rawd","moi_0.500000_iter_6","nonzero",541019,1138,63,21349,0.997057724640389,0.949392982612176,0.287843942642212
"fishash+_contingency","moi_0.500000_iter_6","full",3976725,1131,547,21597,0.975298049132948,0.950237592397043,1.01181077957153
"fishash+_contingency","moi_0.500000_iter_6","nonzero",540535,890,547,21597,0.975298049132948,0.960421576911104,1.01181077957153
"fishash_refit0","moi_0.500000_iter_7","full",3977152,1430,109,21309,0.994910822672518,0.937112449975812,0.615939140319824
"fishash_refit0","moi_0.500000_iter_7","nonzero",498448,1178,109,21309,0.994910822672518,0.947614177080091,0.615939140319824
"fishash_refit10","moi_0.500000_iter_7","full",3977207,1389,54,21350,0.997477107082788,0.938915519591891,2.10196495056152
"fishash_refit10","moi_0.500000_iter_7","nonzero",498503,1137,54,21350,0.997477107082788,0.949437452750478,2.10196495056152
"fishash+_poisson","moi_0.500000_iter_7","full",3976770,1102,491,21637,0.977810918293565,0.951537006904437,0.408056020736694
"fishash+_poisson","moi_0.500000_iter_7","nonzero",498066,850,491,21637,0.977810918293565,0.962200382443189,0.408056020736694
"fishash_poisson_rawd","moi_0.500000_iter_7","full",3977216,1412,45,21327,0.997894441325098,0.937904041514579,0.470934867858887
"fishash_poisson_rawd","moi_0.500000_iter_7","nonzero",498512,1160,45,21327,0.997894441325098,0.948414639569529,0.470934867858887
"fishash+_contingency","moi_0.500000_iter_7","full",3976728,1105,533,21634,0.975955248793251,0.95140507498131,0.785659074783325
"fishash+_contingency","moi_0.500000_iter_7","nonzero",498024,853,533,21634,0.975955248793251,0.962066972028283,0.785659074783325
"fishash_refit0","moi_0.500000_iter_8","full",3977148,1429,153,21270,0.99285814311721,0.937045684831931,0.620604038238525
"fishash_refit0","moi_0.500000_iter_8","nonzero",525019,1182,153,21270,0.99285814311721,0.94735435595938,0.620604038238525
"fishash_refit10","moi_0.500000_iter_8","full",3977232,1371,69,21328,0.996775248866664,0.939600863474162,1.9222629070282
"fishash_refit10","moi_0.500000_iter_8","nonzero",525103,1124,69,21328,0.996775248866664,0.949937644753251,1.9222629070282
"fishash+_poisson","moi_0.500000_iter_8","full",3976765,1098,536,21601,0.975787143696074,0.951627825014318,0.566783905029297
"fishash+_poisson","moi_0.500000_iter_8","nonzero",524636,851,536,21601,0.975787143696074,0.962096917869232,0.566783905029297
"fishash_poisson_rawd","moi_0.500000_iter_8","full",3977237,1387,64,21312,0.997005988023952,0.93889598660734,0.493821859359741
"fishash_poisson_rawd","moi_0.500000_iter_8","nonzero",525108,1140,64,21312,0.997005988023952,0.949225013361839,0.493821859359741
"fishash+_contingency","moi_0.500000_iter_8","full",3976739,1092,562,21607,0.974649285037665,0.951892153839376,1.2039041519165
"fishash+_contingency","moi_0.500000_iter_8","nonzero",524610,845,562,21607,0.974649285037665,0.962364154641012,1.2039041519165
"fishash_refit0","moi_0.500000_iter_9","full",3976967,1370,131,21532,0.993952822785394,0.940179896952231,0.607717990875244
"fishash_refit0","moi_0.500000_iter_9","nonzero",503792,1099,131,21532,0.993952822785394,0.951438292607485,0.607717990875244
"fishash_refit10","moi_0.500000_iter_9","full",3977046,1303,52,21599,0.99759826335966,0.943105405641429,2.07359004020691
"fishash_refit10","moi_0.500000_iter_9","nonzero",503871,1032,52,21599,0.99759826335966,0.95439883345853,2.07359004020691
"fishash+_poisson","moi_0.500000_iter_9","full",3976625,1054,473,21848,0.978809193136508,0.953977818531133,0.475480079650879
"fishash+_poisson","moi_0.500000_iter_9","nonzero",503450,783,473,21848,0.978809193136508,0.965401440501966,0.475480079650879
"fishash_poisson_rawd","moi_0.500000_iter_9","full",3977051,1322,47,21580,0.997826790585842,0.942275783774343,0.260512113571167
"fishash_poisson_rawd","moi_0.500000_iter_9","nonzero",503876,1051,47,21580,0.997826790585842,0.953559277097786,0.260512113571167
"fishash+_contingency","moi_0.500000_iter_9","full",3976608,1053,490,21849,0.9780652670218,0.954021482839927,0.783547878265381
"fishash+_contingency","moi_0.500000_iter_9","nonzero",503433,782,490,21849,0.9780652670218,0.965445627678848,0.783547878265381
"fishash_refit0","moi_0.500000_iter_10","full",3977101,1456,177,21266,0.991745557990953,0.935921133703019,0.630629062652588
"fishash_refit0","moi_0.500000_iter_10","nonzero",529110,1173,177,21266,0.991745557990953,0.947724943179286,0.630629062652588
"fishash_refit10","moi_0.500000_iter_10","full",3977207,1429,71,21293,0.996676652312301,0.937109409382977,2.32155299186707
"fishash_refit10","moi_0.500000_iter_10","nonzero",529216,1146,71,21293,0.996676652312301,0.948928205356745,2.32155299186707
"fishash+_poisson","moi_0.500000_iter_10","full",3976790,1159,488,21563,0.977869484377126,0.948992166182554,0.551928043365479
"fishash+_poisson","moi_0.500000_iter_10","nonzero",528799,876,488,21563,0.977869484377126,0.960960827131334,0.551928043365479
"fishash_poisson_rawd","moi_0.500000_iter_10","full",3977213,1438,65,21284,0.996955360906834,0.936713317489658,0.273892879486084
"fishash_poisson_rawd","moi_0.500000_iter_10","nonzero",529222,1155,65,21284,0.996955360906834,0.948527117964259,0.273892879486084
"fishash+_contingency","moi_0.500000_iter_10","full",3976754,1160,524,21562,0.976274563071629,0.948948155972186,1.05619406700134
"fishash+_contingency","moi_0.500000_iter_10","nonzero",528763,877,524,21562,0.976274563071629,0.960916261865502,1.05619406700134
"fishash_refit0","moi_1.000000_iter_1","full",3971605,2549,181,25665,0.992996982124894,0.909654781314241,0.637653112411499
"fishash_refit0","moi_1.000000_iter_1","nonzero",519696,2120,181,25665,0.992996982124894,0.923699838042109,0.637653112411499
"fishash_refit10","moi_1.000000_iter_1","full",3971735,2453,51,25761,0.998024174802417,0.913057347416176,2.15093994140625
"fishash_refit10","moi_1.000000_iter_1","nonzero",519826,2024,51,25761,0.998024174802417,0.927154939715674,2.15093994140625
"fishash+_poisson","moi_1.000000_iter_1","full",3971334,1787,452,26427,0.983183898210499,0.936662649748352,0.557752132415771
"fishash+_poisson","moi_1.000000_iter_1","nonzero",519425,1358,452,26427,0.983183898210499,0.95112470757603,0.557752132415771
"fishash_poisson_rawd","moi_1.000000_iter_1","full",3971743,2467,43,25747,0.998332687088019,0.912561139859644,0.479026079177856
"fishash_poisson_rawd","moi_1.000000_iter_1","nonzero",519834,2038,43,25747,0.998332687088019,0.926651070721612,0.479026079177856
"fishash+_contingency","moi_1.000000_iter_1","full",3971322,1779,464,26435,0.9827502881148,0.936946196923513,0.852375030517578
"fishash+_contingency","moi_1.000000_iter_1","nonzero",519413,1350,464,26435,0.9827502881148,0.951412632715494,0.852375030517578
"fishash_refit0","moi_1.000000_iter_2","full",3971430,2534,134,25902,0.994853280073744,0.910887607258405,0.653211116790771
"fishash_refit0","moi_1.000000_iter_2","nonzero",527868,2130,134,25902,0.994853280073744,0.924015410958904,0.653211116790771
"fishash_refit10","moi_1.000000_iter_2","full",3971511,2498,53,25938,0.997960832595899,0.912153608102405,1.97394299507141
"fishash_refit10","moi_1.000000_iter_2","nonzero",527949,2094,53,25938,0.997960832595899,0.925299657534247,1.97394299507141
"fishash+_poisson","moi_1.000000_iter_2","full",3971154,1808,410,26628,0.984836156520453,0.936418624279083,0.48629093170166
"fishash+_poisson","moi_1.000000_iter_2","nonzero",527592,1404,410,26628,0.984836156520453,0.949914383561644,0.48629093170166
"fishash_poisson_rawd","moi_1.000000_iter_2","full",3971513,2517,51,25919,0.99803619561032,0.911485440990294,0.357773065567017
"fishash_poisson_rawd","moi_1.000000_iter_2","nonzero",527951,2113,51,25919,0.99803619561032,0.924621860730594,0.357773065567017
"fishash+_contingency","moi_1.000000_iter_2","full",3971119,1797,445,26639,0.98356963520898,0.936805457870305,1.04221296310425
"fishash+_contingency","moi_1.000000_iter_2","nonzero",527557,1393,445,26639,0.98356963520898,0.950306792237443,1.04221296310425
"fishash_refit0","moi_1.000000_iter_3","full",3971425,2499,123,25953,0.995283018867924,0.912167861661746,0.585452079772949
"fishash_refit0","moi_1.000000_iter_3","nonzero",513515,2121,123,25953,0.995283018867924,0.924449668732635,0.585452079772949
"fishash_refit10","moi_1.000000_iter_3","full",3971491,2450,57,26002,0.997812655896235,0.913890060452692,2.76033496856689
"fishash_refit10","moi_1.000000_iter_3","nonzero",513581,2072,57,26002,0.997812655896235,0.92619505592363,2.76033496856689
"fishash+_poisson","moi_1.000000_iter_3","full",3971098,1776,450,26676,0.983410749834107,0.937579080556727,0.426025152206421
"fishash+_poisson","moi_1.000000_iter_3","nonzero",513188,1398,450,26676,0.983410749834107,0.950203034836503,0.426025152206421
"fishash_poisson_rawd","moi_1.000000_iter_3","full",3971494,2482,54,25970,0.997924992314786,0.912765359201462,0.273705959320068
"fishash_poisson_rawd","moi_1.000000_iter_3","nonzero",513584,2104,54,25970,0.997924992314786,0.92505521122747,0.273705959320068
"fishash+_contingency","moi_1.000000_iter_3","full",3971072,1755,476,26697,0.982482611415744,0.938317165752847,0.498843908309937
"fishash+_contingency","moi_1.000000_iter_3","nonzero",513162,1377,476,26697,0.982482611415744,0.950951057918359,0.498843908309937
"fishash_refit0","moi_1.000000_iter_4","full",3971543,2512,177,25768,0.993177876276739,0.911173974540311,0.561970949172974
"fishash_refit0","moi_1.000000_iter_4","nonzero",479651,2134,177,25768,0.993177876276739,0.92351802738155,0.561970949172974
"fishash_refit10","moi_1.000000_iter_4","full",3971659,2400,61,25880,0.997648510080567,0.915134370579915,2.51680111885071
"fishash_refit10","moi_1.000000_iter_4","nonzero",479767,2022,61,25880,0.997648510080567,0.927532076553652,2.51680111885071
"fishash+_poisson","moi_1.000000_iter_4","full",3971303,1715,417,26565,0.984545252390483,0.939356435643564,0.567884922027588
"fishash+_poisson","moi_1.000000_iter_4","nonzero",479411,1337,417,26565,0.984545252390483,0.952082288008028,0.567884922027588
"fishash_poisson_rawd","moi_1.000000_iter_4","full",3971662,2421,58,25859,0.997762086661265,0.914391796322489,0.336230993270874
"fishash_poisson_rawd","moi_1.000000_iter_4","nonzero",479770,2043,58,25859,0.997762086661265,0.926779442333883,0.336230993270874
"fishash+_contingency","moi_1.000000_iter_4","full",3971280,1714,440,26566,0.983707324298304,0.939391796322489,0.790386199951172
"fishash+_contingency","moi_1.000000_iter_4","nonzero",479388,1336,440,26566,0.983707324298304,0.952118127732779,0.790386199951172
"fishash_refit0","moi_1.000000_iter_5","full",3971399,2367,116,26118,0.99557825722345,0.916903633491311,0.639965057373047
"fishash_refit0","moi_1.000000_iter_5","nonzero",502633,1982,116,26118,0.99557825722345,0.929466192170818,0.639965057373047
"fishash_refit10","moi_1.000000_iter_5","full",3971465,2334,50,26151,0.998091675890233,0.918062137967351,2.08913898468018
"fishash_refit10","moi_1.000000_iter_5","nonzero",502699,1949,50,26151,0.998091675890233,0.930640569395018,2.08913898468018
"fishash+_poisson","moi_1.000000_iter_5","full",3971105,1706,410,26779,0.984920372209349,0.940108829208355,0.534093141555786
"fishash+_poisson","moi_1.000000_iter_5","nonzero",502339,1321,410,26779,0.984920372209349,0.952989323843416,0.534093141555786
"fishash_poisson_rawd","moi_1.000000_iter_5","full",3971469,2357,46,26128,0.998242530755712,0.917254695453748,0.352218866348267
"fishash_poisson_rawd","moi_1.000000_iter_5","nonzero",502703,1972,46,26128,0.998242530755712,0.92982206405694,0.352218866348267
"fishash+_contingency","moi_1.000000_iter_5","full",3971096,1690,419,26795,0.984603512897773,0.940670528348253,0.676095962524414
"fishash+_contingency","moi_1.000000_iter_5","nonzero",502330,1305,419,26795,0.984603512897773,0.95355871886121,0.676095962524414
"fishash_refit0","moi_1.000000_iter_6","full",3971299,2459,251,25991,0.990435180245408,0.913567662565905,0.630438089370728
"fishash_refit0","moi_1.000000_iter_6","nonzero",530879,2076,251,25991,0.990435180245408,0.926034132611252,0.630438089370728
"fishash_refit10","moi_1.000000_iter_6","full",3971486,2420,64,26030,0.997547328887867,0.91493848857645,1.93045902252197
"fishash_refit10","moi_1.000000_iter_6","nonzero",531066,2037,64,26030,0.997547328887867,0.927423664802081,1.93045902252197
"fishash+_poisson","moi_1.000000_iter_6","full",3971094,1765,456,26685,0.983198850447662,0.937961335676626,0.59264087677002
"fishash+_poisson","moi_1.000000_iter_6","nonzero",530674,1382,456,26685,0.983198850447662,0.950760679801903,0.59264087677002
"fishash_poisson_rawd","moi_1.000000_iter_6","full",3971489,2433,61,26017,0.997660863563157,0.914481546572935,0.290143013000488
"fishash_poisson_rawd","moi_1.000000_iter_6","nonzero",531069,2050,61,26017,0.997660863563157,0.926960487405138,0.290143013000488
"fishash+_contingency","moi_1.000000_iter_6","full",3971076,1754,474,26696,0.982554287817446,0.938347978910369,1.36772513389587
"fishash+_contingency","moi_1.000000_iter_6","nonzero",530656,1371,474,26696,0.982554287817446,0.951152599137777,1.36772513389587
"fishash_refit0","moi_1.000000_iter_7","full",3971350,2437,220,25993,0.991607217792698,0.914280689412592,0.628787994384766
"fishash_refit0","moi_1.000000_iter_7","nonzero",529638,2038,220,25993,0.991607217792698,0.927294780778424,0.628787994384766
"fishash_refit10","moi_1.000000_iter_7","full",3971511,2367,59,26063,0.997741367429753,0.91674287724235,2.40689086914062
"fishash_refit10","moi_1.000000_iter_7","nonzero",529799,1968,59,26063,0.997741367429753,0.929792015982305,2.40689086914062
"fishash+_poisson","moi_1.000000_iter_7","full",3971124,1718,446,26712,0.983577583032624,0.939570875835385,0.557626008987427
"fishash+_poisson","moi_1.000000_iter_7","nonzero",529412,1319,446,26712,0.983577583032624,0.952944953801149,0.557626008987427
"fishash_poisson_rawd","moi_1.000000_iter_7","full",3971515,2394,55,26036,0.997891993407689,0.9157931762223,0.361967086791992
"fishash_poisson_rawd","moi_1.000000_iter_7","nonzero",529803,1995,55,26036,0.997891993407689,0.92882879668938,0.361967086791992
"fishash+_contingency","moi_1.000000_iter_7","full",3971095,1713,475,26717,0.982531626949103,0.939746746394653,1.06181693077087
"fishash+_contingency","moi_1.000000_iter_7","nonzero",529383,1314,475,26717,0.982531626949103,0.953123327744283,1.06181693077087
"fishash_refit0","moi_1.000000_iter_8","full",3971554,2385,139,25922,0.994666359694563,0.915745222029887,0.607041835784912
"fishash_refit0","moi_1.000000_iter_8","nonzero",483002,1986,139,25922,0.994666359694563,0.92883760928766,0.607041835784912
"fishash_refit10","moi_1.000000_iter_8","full",3971650,2333,43,25974,0.998347234500519,0.917582223478292,2.05483198165894
"fishash_refit10","moi_1.000000_iter_8","nonzero",483098,1934,43,25974,0.998347234500519,0.930700874301276,2.05483198165894
"fishash+_poisson","moi_1.000000_iter_8","full",3971302,1675,391,26632,0.98553084409577,0.940827357190801,0.557001829147339
"fishash+_poisson","moi_1.000000_iter_8","nonzero",482750,1276,391,26632,0.98553084409577,0.954278343127419,0.557001829147339
"fishash_poisson_rawd","moi_1.000000_iter_8","full",3971655,2351,38,25956,0.998538124182504,0.916946338361536,0.276811838150024
"fishash_poisson_rawd","moi_1.000000_iter_8","nonzero",483103,1952,38,25956,0.998538124182504,0.930055897950408,0.276811838150024
"fishash+_contingency","moi_1.000000_iter_8","full",3971279,1666,414,26641,0.984697837737941,0.941145299749179,0.677006006240845
"fishash+_contingency","moi_1.000000_iter_8","nonzero",482727,1267,414,26641,0.984697837737941,0.954600831302852,0.677006006240845
"fishash_refit0","moi_1.000000_iter_9","full",3971636,2539,118,25707,0.995430784123911,0.910111166182822,0.636725187301636
"fishash_refit0","moi_1.000000_iter_9","nonzero",476895,2160,118,25707,0.995430784123911,0.922488965442997,0.636725187301636
"fishash_refit10","moi_1.000000_iter_9","full",3971694,2486,60,25760,0.997676219984508,0.911987538058486,2.04694318771362
"fishash_refit10","moi_1.000000_iter_9","nonzero",476953,2107,60,25760,0.997676219984508,0.924390856568701,2.04694318771362
"fishash+_poisson","moi_1.000000_iter_9","full",3971339,1752,415,26494,0.984577650600171,0.937973518374283,0.27041506767273
"fishash+_poisson","moi_1.000000_iter_9","nonzero",476598,1373,415,26494,0.984577650600171,0.950730254422794,0.27041506767273
"fishash_poisson_rawd","moi_1.000000_iter_9","full",3971702,2510,52,25736,0.997983558244145,0.911137860227997,0.543394804000854
"fishash_poisson_rawd","moi_1.000000_iter_9","nonzero",476961,2131,52,25736,0.997983558244145,0.923529622851401,0.543394804000854
"fishash+_contingency","moi_1.000000_iter_9","full",3971314,1734,440,26512,0.983674680914218,0.93861077674715,0.798909902572632
"fishash+_contingency","moi_1.000000_iter_9","nonzero",476573,1355,440,26512,0.983674680914218,0.951376179710769,0.798909902572632
"fishash_refit0","moi_1.000000_iter_10","full",3971352,2414,187,26047,0.992871845696425,0.915182179122308,0.6437828540802
"fishash_refit0","moi_1.000000_iter_10","nonzero",493273,2043,187,26047,0.992871845696425,0.927269490922036,0.6437828540802
"fishash_refit10","moi_1.000000_iter_10","full",3971486,2316,53,26145,0.997976944804947,0.918625487509223,2.11051321029663
"fishash_refit10","moi_1.000000_iter_10","nonzero",493407,1945,53,26145,0.997976944804947,0.930758276966892,2.11051321029663
"fishash+_poisson","moi_1.000000_iter_10","full",3971105,1648,434,26813,0.984071640914596,0.942096201820034,0.421788930892944
"fishash+_poisson","moi_1.000000_iter_10","nonzero",493026,1277,434,26813,0.984071640914596,0.954538981844073,0.421788930892944
"fishash_poisson_rawd","moi_1.000000_iter_10","full",3971487,2339,52,26122,0.998013295636892,0.917817364112294,0.556329965591431
"fishash_poisson_rawd","moi_1.000000_iter_10","nonzero",493408,1968,52,26122,0.998013295636892,0.929939480242079,0.556329965591431
"fishash+_contingency","moi_1.000000_iter_10","full",3971086,1634,453,26827,0.983394428152493,0.942588103018165,1.13932394981384
"fishash+_contingency","moi_1.000000_iter_10","nonzero",493007,1263,453,26827,0.983394428152493,0.955037379850481,1.13932394981384
"fishash_refit0","moi_2.000000_iter_1","full",3958890,5950,143,35017,0.995932878270762,0.854761149217663,0.572258949279785
"fishash_refit0","moi_2.000000_iter_1","nonzero",489311,5092,143,35017,0.995932878270762,0.873045949786831,0.572258949279785
"fishash_refit10","moi_2.000000_iter_1","full",3958979,5974,54,34993,0.998459211915428,0.854175311836356,2.80328989028931
"fishash_refit10","moi_2.000000_iter_1","nonzero",489400,5116,54,34993,0.998459211915428,0.872447580343564,2.80328989028931
"fishash+_poisson","moi_2.000000_iter_1","full",3958683,3914,350,37053,0.990642461834612,0.904459687065199,0.351073026657104
"fishash+_poisson","moi_2.000000_iter_1","nonzero",489104,3056,350,37053,0.990642461834612,0.92380762422399,0.351073026657104
"fishash_poisson_rawd","moi_2.000000_iter_1","full",3958983,6030,50,34937,0.998570897762026,0.85280835794664,0.351140022277832
"fishash_poisson_rawd","moi_2.000000_iter_1","nonzero",489404,5172,50,34937,0.998570897762026,0.871051384975941,0.351140022277832
"fishash+_contingency","moi_2.000000_iter_1","full",3958676,3866,357,37101,0.990469325644722,0.905631361827813,1.02581310272217
"fishash+_contingency","moi_2.000000_iter_1","nonzero",489097,3008,357,37101,0.990469325644722,0.925004363110524,1.02581310272217
"fishash_refit0","moi_2.000000_iter_2","full",3958531,5795,148,35526,0.995851320289286,0.85975654025798,0.578898906707764
"fishash_refit0","moi_2.000000_iter_2","nonzero",478845,4909,148,35526,0.995851320289286,0.878595276369482,0.578898906707764
"fishash_refit10","moi_2.000000_iter_2","full",3958634,5663,45,35658,0.998739601714142,0.862951041843131,2.59662485122681
"fishash_refit10","moi_2.000000_iter_2","nonzero",478948,4777,45,35658,0.998739601714142,0.881859774947446,2.59662485122681
"fishash+_poisson","moi_2.000000_iter_2","full",3958361,3781,318,37540,0.991600190184373,0.908496890201108,0.56242299079895
"fishash+_poisson","moi_2.000000_iter_2","nonzero",478675,2895,318,37540,0.991600190184373,0.928403610733276,0.56242299079895
"fishash_poisson_rawd","moi_2.000000_iter_2","full",3958639,5729,40,35592,0.998877413560844,0.861353791050555,0.351039886474609
"fishash_poisson_rawd","moi_2.000000_iter_2","nonzero",478953,4843,40,35592,0.998877413560844,0.880227525658464,0.351039886474609
"fishash+_contingency","moi_2.000000_iter_2","full",3958339,3734,340,37587,0.991035410129987,0.909634326371579,1.35439801216125
"fishash+_contingency","moi_2.000000_iter_2","nonzero",478653,2848,340,37587,0.991035410129987,0.92956597007543,1.35439801216125
"fishash_refit0","moi_2.000000_iter_3","full",3958946,5692,123,35239,0.996521689949664,0.860936698345997,0.628578186035156
"fishash_refit0","moi_2.000000_iter_3","nonzero",473603,4851,123,35239,0.996521689949664,0.878997256173609,0.628578186035156
"fishash_refit10","moi_2.000000_iter_3","full",3959022,5657,47,35274,0.998669346847485,0.86179179594928,2.59498906135559
"fishash_refit10","moi_2.000000_iter_3","nonzero",473679,4816,47,35274,0.998669346847485,0.879870291843352,2.59498906135559
"fishash+_poisson","moi_2.000000_iter_3","full",3958751,3732,318,37199,0.991523842524722,0.908822164129877,0.412297010421753
"fishash+_poisson","moi_2.000000_iter_3","nonzero",473408,2891,318,37199,0.991523842524722,0.927887253679222,0.412297010421753
"fishash_poisson_rawd","moi_2.000000_iter_3","full",3959029,5696,40,35235,0.998866052445074,0.860838972905622,0.47502613067627
"fishash_poisson_rawd","moi_2.000000_iter_3","nonzero",473686,4855,40,35235,0.998866052445074,0.878897480668496,0.47502613067627
"fishash+_contingency","moi_2.000000_iter_3","full",3958728,3708,341,37223,0.990922159514429,0.909408516772129,0.923059940338135
"fishash+_contingency","moi_2.000000_iter_3","nonzero",473385,2867,341,37223,0.990922159514429,0.928485906709903,0.923059940338135
"fishash_refit0","moi_2.000000_iter_4","full",3958554,5992,162,35292,0.99543069893383,0.854859025288247,0.624287128448486
"fishash_refit0","moi_2.000000_iter_4","nonzero",479377,5105,162,35292,0.99543069893383,0.873629229893309,0.624287128448486
"fishash_refit10","moi_2.000000_iter_4","full",3958667,5859,49,35425,0.998618706658398,0.858080612343765,2.76245808601379
"fishash_refit10","moi_2.000000_iter_4","nonzero",479490,4972,49,35425,0.998618706658398,0.876921553580711,2.76245808601379
"fishash+_poisson","moi_2.000000_iter_4","full",3958390,3897,326,37387,0.991355765916262,0.90560507702742,0.421957969665527
"fishash+_poisson","moi_2.000000_iter_4","nonzero",479213,3010,326,37387,0.991355765916262,0.925489516548259,0.421957969665527
"fishash_poisson_rawd","moi_2.000000_iter_4","full",3958674,5911,42,35373,0.998814061838204,0.856821044472435,0.347027778625488
"fishash_poisson_rawd","moi_2.000000_iter_4","nonzero",479497,5024,42,35373,0.998814061838204,0.875634329281877,0.347027778625488
"fishash+_contingency","moi_2.000000_iter_4","full",3958365,3861,351,37423,0.990707894318844,0.906477085553725,0.813642978668213
"fishash+_contingency","moi_2.000000_iter_4","nonzero",479188,2974,351,37423,0.990707894318844,0.926380671832067,0.813642978668213
"fishash_refit0","moi_2.000000_iter_5","full",3958713,5844,113,35330,0.996811782298338,0.858065769660465,0.63119387626648
