"method","sim_label","subset","TN","FN","FP","TP","Precision","Recall","secs"
"fishash_refit0","nguides_200_iter_9","nonzero",514327,909,148,19594,0.9925032924729,0.955665024630542,0.488115072250366
"fishash_refit10","nguides_200_iter_9","full",3979209,1100,72,19619,0.996343507186024,0.946908634586611,1.31501007080078
"fishash_refit10","nguides_200_iter_9","nonzero",514403,884,72,19619,0.996343507186024,0.956884358386578,1.31501007080078
"fishash+_poisson","nguides_200_iter_9","full",3978724,942,557,19777,0.972607455493263,0.95453448525508,0.421293020248413
"fishash+_poisson","nguides_200_iter_9","nonzero",513918,726,557,19777,0.972607455493263,0.964590547724723,0.421293020248413
"fishash_poisson_rawd","nguides_200_iter_9","full",3979213,1111,68,19608,0.996544013010775,0.946377720932477,0.309007883071899
"fishash_poisson_rawd","nguides_200_iter_9","nonzero",514407,895,68,19608,0.996544013010775,0.956347851533922,0.309007883071899
"fishash+_contingency","nguides_200_iter_9","full",3978704,941,577,19778,0.971653156472611,0.954582750132728,0.617269992828369
"fishash+_contingency","nguides_200_iter_9","nonzero",513898,725,577,19778,0.971653156472611,0.964639321074965,0.617269992828369
"fishash_refit0","nguides_200_iter_10","full",3979055,1075,191,19679,0.990387518872672,0.94820275609521,0.497511148452759
"fishash_refit0","nguides_200_iter_10","nonzero",505824,877,191,19679,0.990387518872672,0.957336057598755,0.497511148452759
"fishash_refit10","nguides_200_iter_10","full",3979193,1044,53,19710,0.997318220917877,0.949696444058977,1.1086061000824
"fishash_refit10","nguides_200_iter_10","nonzero",505962,846,53,19710,0.997318220917877,0.958844133099825,1.1086061000824
"fishash+_poisson","nguides_200_iter_10","full",3978779,911,467,19843,0.977006400787789,0.95610484725836,0.274534940719604
"fishash+_poisson","nguides_200_iter_10","nonzero",505548,713,467,19843,0.977006400787789,0.965314263475384,0.274534940719604
"fishash_poisson_rawd","nguides_200_iter_10","full",3979194,1060,52,19694,0.997366555251697,0.948925508335743,0.272372007369995
"fishash_poisson_rawd","nguides_200_iter_10","nonzero",505963,862,52,19694,0.997366555251697,0.958065771550885,0.272372007369995
"fishash+_contingency","nguides_200_iter_10","full",3978759,908,487,19846,0.976048787685044,0.956249397706466,0.612287044525146
"fishash+_contingency","nguides_200_iter_10","nonzero",505528,710,487,19846,0.976048787685044,0.96546020626581,0.612287044525146
"fishash_refit0","nguides_2000_iter_1","full",39979090,749,124,20037,0.993849511432965,0.963966131049745,0.528285026550293
"fishash_refit0","nguides_2000_iter_1","nonzero",677600,495,124,20037,0.993849511432965,0.975891291642314,0.528285026550293
"fishash_refit10","nguides_2000_iter_1","full",39979097,724,117,20062,0.994201893057139,0.965168863658232,1.25612497329712
"fishash_refit10","nguides_2000_iter_1","nonzero",677607,470,117,20062,0.994201893057139,0.977108903175531,1.25612497329712
"fishash+_poisson","nguides_2000_iter_1","full",39978481,682,733,20104,0.964822191294332,0.967189454440489,0.445677042007446
"fishash+_poisson","nguides_2000_iter_1","nonzero",676991,428,733,20104,0.964822191294332,0.979154490551335,0.445677042007446
"fishash_poisson_rawd","nguides_2000_iter_1","full",39979106,731,108,20055,0.994643654218122,0.964832098527855,0.34968090057373
