"model","id","chemistry","regime","purity","mu_level","mu_pert","moi_level","moi","method","jaccard","precision","recall","fdr_pooled","recall_pooled","n_pred","n_true"
"B","B__regime__invivo_cortex_perturbseq_GSE249416",NA,"invivo_cortex_perturbseq_GSE249416",NA,"cal",365,"high",8.9,"depth_fix",0.877294689188655,0.90193355414262,0.966064345680224,0.10744766084927,0.972870866081938,57414,52674
"B","B__regime__invivo_cortex_perturbseq_GSE249416",NA,"invivo_cortex_perturbseq_GSE249416",NA,"cal",365,"high",8.9,"sceptre",0.851013390254486,0.995262742864116,0.853999443832844,0.00295312742855874,0.852488893951475,45037,52674
"B","B__regime__ipsc_crispri_hipsci_figshare27989294",NA,"ipsc_crispri_hipsci_figshare27989294",NA,"cal",557,"low",0,"thresh3",0.757553163429238,0.772339547898924,0.971287128712871,0.767316017316017,0.959821428571429,924,224
"B","B__regime__ipsc_crispri_hipsci_figshare27989294",NA,"ipsc_crispri_hipsci_figshare27989294",NA,"cal",557,"low",0,"thresh10",0.945214521452145,0.992079207920792,0.953135313531353,0.036697247706422,0.9375,218,224
"B","B__regime__ipsc_crispri_hipsci_figshare27989294",NA,"ipsc_crispri_hipsci_figshare27989294",NA,"cal",557,"low",0,"thresh20",0.916501650165017,1,0.916501650165017,0,0.897321428571429,201,224
"B","B__regime__ipsc_crispri_hipsci_figshare27989294",NA,"ipsc_crispri_hipsci_figshare27989294",NA,"cal",557,"low",0,"ambient",0.205182228419381,0.207498578766412,0.994719471947195,0.982874334644758,0.991071428571429,12963,224
"B","B__regime__ipsc_crispri_hipsci_figshare27989294",NA,"ipsc_crispri_hipsci_figshare27989294",NA,"cal",557,"low",0,"otsu",0.43370885115738,0.453616258564787,0.971617161716172,0.988046258200823,0.959821428571429,17986,224
"B","B__regime__ipsc_crispri_hipsci_figshare27989294",NA,"ipsc_crispri_hipsci_figshare27989294",NA,"cal",557,"low",0,"valley",0.941783380018674,0.967366946778711,0.966336633663366,0.100840336134454,0.955357142857143,238,224
"B","B__regime__ipsc_crispri_hipsci_figshare27989294",NA,"ipsc_crispri_hipsci_figshare27989294",NA,"cal",557,"low",0,"fishash",0.891662851037851,0.907688492063492,0.967986798679868,0.143426294820717,0.959821428571429,251,224
"B","B__regime__ipsc_crispri_hipsci_figshare27989294",NA,"ipsc_crispri_hipsci_figshare27989294",NA,"cal",557,"low",0,"depth_fix",0.885551776266062,0.902218442932729,0.972937293729373,0.146245059288538,0.964285714285714,253,224
"B","B__regime__ipsc_crispri_hipsci_figshare27989294",NA,"ipsc_crispri_hipsci_figshare27989294",NA,"cal",557,"low",0,"sceptre",0.826795343867912,0.847852410223683,0.966336633663366,0.855307640297498,0.955357142857143,1479,224
"B","B__regime__perturb_multiome_erythroid_GSE274113",NA,"perturb_multiome_erythroid_GSE274113",NA,"cal",26,"low",2.4,"thresh3",0.938174955938044,0.944142191997177,0.993577705982285,0.0999497739829232,0.993623509841974,15928,14428
"B","B__regime__perturb_multiome_erythroid_GSE274113",NA,"perturb_multiome_erythroid_GSE274113",NA,"cal",26,"low",2.4,"thresh10",0.900949916310625,0.998994180627678,0.9017013429391,0.00069060773480663,0.902619905738841,13032,14428
"B","B__regime__perturb_multiome_erythroid_GSE274113",NA,"perturb_multiome_erythroid_GSE274113",NA,"cal",26,"low",2.4,"thresh20",0.623432261893053,1,0.623432261893053,0,0.629747712780704,9086,14428
"B","B__regime__perturb_multiome_erythroid_GSE274113",NA,"perturb_multiome_erythroid_GSE274113",NA,"cal",26,"low",2.4,"ambient",0.927165052255154,0.935077431336007,0.99110770656226,0.0832317268818584,0.990158026060438,15583,14428
"B","B__regime__perturb_multiome_erythroid_GSE274113",NA,"perturb_multiome_erythroid_GSE274113",NA,"cal",26,"low",2.4,"otsu",0.891865298963075,0.904618189952709,0.987217916686336,0.56444852378767,0.986692542278902,32685,14428
"B","B__regime__perturb_multiome_erythroid_GSE274113",NA,"perturb_multiome_erythroid_GSE274113",NA,"cal",26,"low",2.4,"valley",0.978774570971834,0.997884814427579,0.980706140858042,0.00204182215024995,0.982395342389798,14203,14428
