"dataset","fishash","fishashplus","cleanser"
"barnyard_mch2_0hr",281,1.0134928486654,1
"barnyard_mch2_0hr",2113,4.05213497542299,4
"barnyard_mch2_0hr",83,1.02604489509817,1
"barnyard_mch2_0hr",301,0,0
"barnyard_mch2_0hr",2,2,2
"barnyard_mch2_0hr",2,2,2
"barnyard_mch2_0hr",5,2.01157412847488,2
"barnyard_mch2_0hr",5048,8.60956869166389,8
"barnyard_mch2_0hr",20,2.01883653409754,4
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",986,1.0060944774437,1
"barnyard_mch2_0hr",12,0,0
"barnyard_mch2_0hr",3403,3.20430245915564,3
"barnyard_mch2_0hr",987,4.19204840371443,4
"barnyard_mch2_0hr",400,2.15233629692404,4
"barnyard_mch2_0hr",1750,5.07736828997348,5
"barnyard_mch2_0hr",99,5.25324330589303,5
"barnyard_mch2_0hr",3246,4.0877509721928,4
"barnyard_mch2_0hr",19,3.00657245140339,3
"barnyard_mch2_0hr",1087,2.03193897791315,2
"barnyard_mch2_0hr",2302,3.1331302437957,3
"barnyard_mch2_0hr",3,3,3
"barnyard_mch2_0hr",4614,6.40693140187253,6
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",1412,4.04853388141117,6
"barnyard_mch2_0hr",2047,3.04478097593913,3
"barnyard_mch2_0hr",718,0,0
"barnyard_mch2_0hr",3413,4.30338886467548,4
"barnyard_mch2_0hr",5428,28.270525632237,28
"barnyard_mch2_0hr",520,1.00819689671759,1
"barnyard_mch2_0hr",149,1.04528166686531,3
"barnyard_mch2_0hr",1370,3.09936582047385,5
"barnyard_mch2_0hr",1545,4.07626166067371,4
"barnyard_mch2_0hr",146,0,0
"barnyard_mch2_0hr",150,1.01993983480276,3
"barnyard_mch2_0hr",66,3.0849283056921,5
"barnyard_mch2_0hr",809,1.00327856036574,1
"barnyard_mch2_0hr",403,1.01126639658604,3
"barnyard_mch2_0hr",185,1.07599739051991,1
"barnyard_mch2_0hr",48,1.00891473681949,1
"barnyard_mch2_0hr",1079,2.05746699002444,2
"barnyard_mch2_0hr",2957,3.2042236252389,3
"barnyard_mch2_0hr",44,0,0
"barnyard_mch2_0hr",4370,5.19682010070116,5
"barnyard_mch2_0hr",1444,5.10656259525064,5
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",136,1.05114061981023,1
"barnyard_mch2_0hr",85,0,4
"barnyard_mch2_0hr",338,1.10803082284004,1
"barnyard_mch2_0hr",1193,1.01722697560827,1
"barnyard_mch2_0hr",63,0,0
"barnyard_mch2_0hr",16,2.0071287559822,2
"barnyard_mch2_0hr",7,3.02287067849041,7
"barnyard_mch2_0hr",367,0,0
"barnyard_mch2_0hr",2222,6.05734533814862,6
"barnyard_mch2_0hr",590,2.05576028956545,2
"barnyard_mch2_0hr",817,2.04263636193917,2
"barnyard_mch2_0hr",481,2.01068627248319,2
"barnyard_mch2_0hr",425,0,0
"barnyard_mch2_0hr",2359,3.0515689266501,3
"barnyard_mch2_0hr",99,0,0
"barnyard_mch2_0hr",502,2.02117161467109,2
"barnyard_mch2_0hr",529,0,0
"barnyard_mch2_0hr",465,2.03168554475464,2
"barnyard_mch2_0hr",200,20.2434139188676,7
"barnyard_mch2_0hr",58,0,0
"barnyard_mch2_0hr",449,0,0
"barnyard_mch2_0hr",298,3.00775235792611,3
"barnyard_mch2_0hr",2059,1.01239845330388,1
"barnyard_mch2_0hr",34,0,0
"barnyard_mch2_0hr",68,1.02218875460055,1
"barnyard_mch2_0hr",2526,2.05901648870306,2
"barnyard_mch2_0hr",207,0,0
"barnyard_mch2_0hr",511,4.00509178737912,4
"barnyard_mch2_0hr",174,1.01072381484128,1
"barnyard_mch2_0hr",337,0,0
"barnyard_mch2_0hr",1743,5.16745571425705,5
"barnyard_mch2_0hr",4513,4.03970029749137,4
"barnyard_mch2_0hr",65,2.00291702476898,2
"barnyard_mch2_0hr",2579,2.07294922555143,2
"barnyard_mch2_0hr",191,1.00107134577256,1
"barnyard_mch2_0hr",3427,4.21076340796605,4
"barnyard_mch2_0hr",4093,7.49240113692454,7
"barnyard_mch2_0hr",156,1.07613451044032,1
"barnyard_mch2_0hr",40,2.01689686204246,2
"barnyard_mch2_0hr",2633,7.28685057563919,7
"barnyard_mch2_0hr",2,2,2
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",1150,0,0
"barnyard_mch2_0hr",1388,3.0829059162294,3
"barnyard_mch2_0hr",339,0,0
"barnyard_mch2_0hr",2560,5.339192932343,5
"barnyard_mch2_0hr",2842,1.0811258916374,1
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",986,1.00905912631704,1
"barnyard_mch2_0hr",282,6.32053962694333,8
"barnyard_mch2_0hr",2591,1.04123218345071,1
"barnyard_mch2_0hr",6,1.00246858396396,1
"barnyard_mch2_0hr",2579,1.03098555117983,1
"barnyard_mch2_0hr",3381,8.2761490317892,8
"barnyard_mch2_0hr",4114,2.07496210334794,2
"barnyard_mch2_0hr",2,2,2
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",1117,0,0
"barnyard_mch2_0hr",756,1.02959117260053,1
"barnyard_mch2_0hr",86,0,0
"barnyard_mch2_0hr",545,2.01049990534652,2
"barnyard_mch2_0hr",34,0,0
"barnyard_mch2_0hr",1900,6.27714883204717,6
"barnyard_mch2_0hr",2834,4.08605977297959,4
"barnyard_mch2_0hr",170,0,0
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",770,2.01417155675997,2
"barnyard_mch2_0hr",1560,2.07153311027648,2
"barnyard_mch2_0hr",7223,17.8862240003554,17
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",639,1.00907482858027,1
"barnyard_mch2_0hr",17,0,2
"barnyard_mch2_0hr",2107,3.03114044222968,3
"barnyard_mch2_0hr",6,1.00380199337613,1
"barnyard_mch2_0hr",2063,5.27618857922359,5
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",8,0,2
"barnyard_mch2_0hr",73,2.0286867126441,2
"barnyard_mch2_0hr",411,0,2
"barnyard_mch2_0hr",771,0,0
"barnyard_mch2_0hr",6,3.00381884053434,3
"barnyard_mch2_0hr",616,4.01844935062311,6
"barnyard_mch2_0hr",317,0,2
"barnyard_mch2_0hr",733,1.00670868764023,3
"barnyard_mch2_0hr",3307,5.26426548933559,7
"barnyard_mch2_0hr",463,1.08770931765866,3
"barnyard_mch2_0hr",153,2.05208979019633,4
"barnyard_mch2_0hr",2557,4.14865124082877,4
"barnyard_mch2_0hr",400,0,0
"barnyard_mch2_0hr",1163,2.04360843331282,2
"barnyard_mch2_0hr",9,1.00816522008051,1
"barnyard_mch2_0hr",253,0,0
"barnyard_mch2_0hr",1067,3.02816646847064,3
"barnyard_mch2_0hr",18,2.01761013266831,4
"barnyard_mch2_0hr",5,0,0
"barnyard_mch2_0hr",2298,2.12032051992349,2
"barnyard_mch2_0hr",145,2.01992965377085,2
"barnyard_mch2_0hr",805,1.00566748720635,1
"barnyard_mch2_0hr",471,1.00727476587541,1
"barnyard_mch2_0hr",203,1.0934141422571,1
"barnyard_mch2_0hr",238,2.04370783563645,2
"barnyard_mch2_0hr",8315,16.7875134693037,16
"barnyard_mch2_0hr",43,2.02688164682858,2
"barnyard_mch2_0hr",47,0,0
"barnyard_mch2_0hr",50,2.03835630507479,4
"barnyard_mch2_0hr",3011,5.1776091924432,5
"barnyard_mch2_0hr",262,0,0
"barnyard_mch2_0hr",1847,4.07447046151374,4
"barnyard_mch2_0hr",285,4.65510574837233,6
"barnyard_mch2_0hr",13,4.0249208004555,6
"barnyard_mch2_0hr",398,1.02742787441037,1
"barnyard_mch2_0hr",10,0,0
"barnyard_mch2_0hr",152,0,0
"barnyard_mch2_0hr",2074,2.15409610256714,2
"barnyard_mch2_0hr",13,4.0297800400224,4
"barnyard_mch2_0hr",1481,2.0528323731687,2
"barnyard_mch2_0hr",63,2.02274742746315,2
"barnyard_mch2_0hr",1571,2.0403027322341,2
"barnyard_mch2_0hr",18,2.01183460600251,2
"barnyard_mch2_0hr",145,1.15925001626107,3
"barnyard_mch2_0hr",148,1.00317061828363,1
"barnyard_mch2_0hr",2,2,2
"barnyard_mch2_0hr",366,2.03954366555995,2
"barnyard_mch2_0hr",19,0,0
"barnyard_mch2_0hr",278,1.01954360860443,1
"barnyard_mch2_0hr",98,1.0185372501655,3
"barnyard_mch2_0hr",4456,11.476551523972,11
"barnyard_mch2_0hr",460,1.02711392256919,1
"barnyard_mch2_0hr",5537,6.307537108928,6
"barnyard_mch2_0hr",1701,3.11009742347825,3
"barnyard_mch2_0hr",119,0,0
"barnyard_mch2_0hr",5618,9.51153723430187,9
"barnyard_mch2_0hr",378,1.00356302641736,1
"barnyard_mch2_0hr",1506,0,0
"barnyard_mch2_0hr",3969,9.26796253829879,9
"barnyard_mch2_0hr",5,3.00511510129933,5
"barnyard_mch2_0hr",539,0,0
"barnyard_mch2_0hr",1805,3.07233280945212,3
"barnyard_mch2_0hr",143,4.05767356344439,4
"barnyard_mch2_0hr",135,1.01051588379958,1
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",3847,7.2450470254936,7
"barnyard_mch2_0hr",73,3.06334291667167,7
"barnyard_mch2_0hr",3899,6.24832394156161,6
"barnyard_mch2_0hr",300,2.00978216989706,2
"barnyard_mch2_0hr",4,1.00319566724628,1
"barnyard_mch2_0hr",60,0,0
"barnyard_mch2_0hr",26,0,0
"barnyard_mch2_0hr",159,1.02235299029288,1
"barnyard_mch2_0hr",285,1.0280746399183,1
"barnyard_mch2_0hr",9746,17.6529718990873,16
"barnyard_mch2_0hr",33,8.09733919851421,8
"barnyard_mch2_0hr",567,2.03046460207134,2
"barnyard_mch2_0hr",1295,2.01206701835723,2
"barnyard_mch2_0hr",694,5.06359790190894,5
"barnyard_mch2_0hr",17,0,0
"barnyard_mch2_0hr",3114,4.13248958487086,4
"barnyard_mch2_0hr",11923,17.6553524566779,17
"barnyard_mch2_0hr",98,1.0629541263968,1
"barnyard_mch2_0hr",826,2.04368789100216,6
"barnyard_mch2_0hr",2572,4.10139087517675,4
"barnyard_mch2_0hr",153,3.12626275066197,3
"barnyard_mch2_0hr",5774,6.2260927052031,6
"barnyard_mch2_0hr",758,0,0
"barnyard_mch2_0hr",32,1.02006804685361,5
"barnyard_mch2_0hr",6843,12.4764130784057,12
"barnyard_mch2_0hr",5,1.00363778297412,1
"barnyard_mch2_0hr",665,2.08533681698594,2
"barnyard_mch2_0hr",135,2.08417516710798,4
"barnyard_mch2_0hr",830,1.0113519223223,1
"barnyard_mch2_0hr",266,1.01636823099645,1
"barnyard_mch2_0hr",2264,4.03287640442755,4
"barnyard_mch2_0hr",261,1.01289617737941,3
"barnyard_mch2_0hr",822,1.04023430714584,1
"barnyard_mch2_0hr",2695,2.06915955668444,2
"barnyard_mch2_0hr",19,1.01362732573276,3
"barnyard_mch2_0hr",1165,6.09396106220901,6
"barnyard_mch2_0hr",2117,6.20397479607234,6
"barnyard_mch2_0hr",276,0,0
"barnyard_mch2_0hr",1793,4.14677117249852,4
"barnyard_mch2_0hr",960,2.01774974196878,2
"barnyard_mch2_0hr",26,1.00506567402718,3
"barnyard_mch2_0hr",1917,0,0
"barnyard_mch2_0hr",152,1.05412864103425,5
"barnyard_mch2_0hr",1072,2.38565082826358,2
"barnyard_mch2_0hr",831,1.00694490973433,1
"barnyard_mch2_0hr",504,1.01786284333097,1
"barnyard_mch2_0hr",43,0,0
"barnyard_mch2_0hr",907,2.07947727140746,2
"barnyard_mch2_0hr",509,1.01052380603533,1
"barnyard_mch2_0hr",2077,6.2168049656062,6
"barnyard_mch2_0hr",2569,12.0634730375552,11
"barnyard_mch2_0hr",388,0,0
"barnyard_mch2_0hr",1045,1.02907018720264,1
"barnyard_mch2_0hr",1387,2.07062297966116,2
"barnyard_mch2_0hr",4113,8.4892271610294,8
"barnyard_mch2_0hr",3711,4.32691917657806,4
"barnyard_mch2_0hr",285,1.12775971470674,1
"barnyard_mch2_0hr",4780,7.33481953856114,7
"barnyard_mch2_0hr",307,1.19653457319486,5
"barnyard_mch2_0hr",1326,2.03258717706856,2
"barnyard_mch2_0hr",628,2.00517512408797,2
"barnyard_mch2_0hr",1327,2.0556573316936,2
"barnyard_mch2_0hr",480,3.32409246852013,3
"barnyard_mch2_0hr",1444,0,0
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",2,2,2
"barnyard_mch2_0hr",46,8.4368275439932,8
"barnyard_mch2_0hr",433,1.00562417403377,1
"barnyard_mch2_0hr",288,1.0007675691946,1
"barnyard_mch2_0hr",2312,5.12926587022229,5
"barnyard_mch2_0hr",1481,0,0
"barnyard_mch2_0hr",934,2.32958079811071,2
"barnyard_mch2_0hr",1207,1.02706840266108,1
"barnyard_mch2_0hr",3286,3.07531897827511,3
"barnyard_mch2_0hr",1057,2.05870266407633,2
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",1722,2.08913894133599,2
"barnyard_mch2_0hr",103,0,0
"barnyard_mch2_0hr",4361,7.32922375339444,7
"barnyard_mch2_0hr",63,1.01593195705986,3
"barnyard_mch2_0hr",100,4.05299065408589,6
"barnyard_mch2_0hr",62,7.32667185983488,7
"barnyard_mch2_0hr",1278,2.02576549810661,2
"barnyard_mch2_0hr",2103,5.15563260177323,5
"barnyard_mch2_0hr",2,2,2
"barnyard_mch2_0hr",377,3.31564734631043,3
"barnyard_mch2_0hr",216,7.35487088194815,7
"barnyard_mch2_0hr",101,0,0
"barnyard_mch2_0hr",42,0,0
"barnyard_mch2_0hr",1041,2.0218717285962,2
"barnyard_mch2_0hr",35,3.12796738020973,7
"barnyard_mch2_0hr",501,4.03920695941284,4
"barnyard_mch2_0hr",12,3.04396122752631,3
"barnyard_mch2_0hr",3632,7.55229687620791,7
"barnyard_mch2_0hr",905,6.08203084680609,6
"barnyard_mch2_0hr",2064,3.07539177572572,3
"barnyard_mch2_0hr",1502,2.00526367000304,2
"barnyard_mch2_0hr",7108,9.27234055260843,9
"barnyard_mch2_0hr",3399,5.22792378816769,5
"barnyard_mch2_0hr",3878,5.43102286773773,5
"barnyard_mch2_0hr",5,3.00918198371043,5
"barnyard_mch2_0hr",279,2.01364515772221,2
"barnyard_mch2_0hr",1619,1.0295680908739,1
"barnyard_mch2_0hr",353,3.25893012072965,5
"barnyard_mch2_0hr",255,0,0
"barnyard_mch2_0hr",1036,2.02523421496052,2
"barnyard_mch2_0hr",1286,1.03085330593697,3
"barnyard_mch2_0hr",2,2,2
"barnyard_mch2_0hr",1884,3.03028481794235,3
"barnyard_mch2_0hr",17,2.00051099342575,2
"barnyard_mch2_0hr",1891,2.09237363610997,2
"barnyard_mch2_0hr",6249,7.42431158486899,7
"barnyard_mch2_0hr",14,0,0
"barnyard_mch2_0hr",13366,22.1476880361779,20
"barnyard_mch2_0hr",93,1.0790460870032,1
"barnyard_mch2_0hr",2,0,2
"barnyard_mch2_0hr",3019,4.09024970038617,4
"barnyard_mch2_0hr",728,2.02722982906517,2
"barnyard_mch2_0hr",471,1.00905912631704,1
"barnyard_mch2_0hr",334,3.08594969204511,3
"barnyard_mch2_0hr",1151,7.05928757388576,7
"barnyard_mch2_0hr",14643,18.2382617017952,17
"barnyard_mch2_0hr",1207,1.00884320917047,1
"barnyard_mch2_0hr",736,2.01281889996875,2
"barnyard_mch2_0hr",7,0,0
"barnyard_mch2_0hr",375,0,2
"barnyard_mch2_0hr",4006,2.11758373346102,2
"barnyard_mch2_0hr",3920,9.29847148682553,9
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",2484,5.1353908865891,5
"barnyard_mch2_0hr",4361,5.26352118434566,5
"barnyard_mch2_0hr",628,2.01967146883464,2
"barnyard_mch2_0hr",2934,4.06793169380968,4
"barnyard_mch2_0hr",133,2.11283553573809,2
"barnyard_mch2_0hr",7296,13.7879668215506,13
"barnyard_mch2_0hr",2,2,2
"barnyard_mch2_0hr",403,2.01887263399479,2
"barnyard_mch2_0hr",54,7.18818131432051,7
"barnyard_mch2_0hr",1383,1.01419312223469,1
"barnyard_mch2_0hr",47,1.0196210691516,1
"barnyard_mch2_0hr",1175,2.07150416798875,2
"barnyard_mch2_0hr",638,1.00695932908382,1
"barnyard_mch2_0hr",124,2.03472727696234,2
"barnyard_mch2_0hr",4170,6.7885478600491,6
"barnyard_mch2_0hr",40,0,2
"barnyard_mch2_0hr",351,0,0
"barnyard_mch2_0hr",888,2.02783057560883,2
"barnyard_mch2_0hr",1106,2.04507371307673,2
"barnyard_mch2_0hr",3313,3.25702551666974,3
"barnyard_mch2_0hr",155,3.31658631242541,3
"barnyard_mch2_0hr",1223,1.00420710004476,1
"barnyard_mch2_0hr",3705,3.09168444370251,3
"barnyard_mch2_0hr",128,3.09148434128463,5
"barnyard_mch2_0hr",29,2.02341820927088,4
"barnyard_mch2_0hr",273,3.29337865371998,3
"barnyard_mch2_0hr",134,0,0
"barnyard_mch2_0hr",367,10.4137673798103,6
"barnyard_mch2_0hr",44,0,4
"barnyard_mch2_0hr",2963,6.12685718816384,6
"barnyard_mch2_0hr",125,1.01669379581868,1
"barnyard_mch2_0hr",61,0,0
"barnyard_mch2_0hr",4203,4.26547090698989,4
"barnyard_mch2_0hr",22,0,0
"barnyard_mch2_0hr",7221,17.121385469861,16
"barnyard_mch2_0hr",3389,7.13795429240587,7
"barnyard_mch2_0hr",83,3.06778695646077,7
"barnyard_mch2_0hr",1508,5.09628249844409,5
"barnyard_mch2_0hr",158,0,0
"barnyard_mch2_0hr",99,0,0
"barnyard_mch2_0hr",37,0,0
"barnyard_mch2_0hr",15,3.04072287903305,5
"barnyard_mch2_0hr",985,4.04242208781271,4
"barnyard_mch2_0hr",2477,5.35654864520416,5
"barnyard_mch2_0hr",3,1.00167389272342,3
"barnyard_mch2_0hr",253,4.04298279176464,4
"barnyard_mch2_0hr",28,1.01109353094225,1
"barnyard_mch2_0hr",11132,21.5423574534936,20
"barnyard_mch2_0hr",112,2.14374009445883,2
"barnyard_mch2_0hr",1829,2.06350505098285,2
"barnyard_mch2_0hr",5,1.00451080404944,1
"barnyard_mch2_0hr",4489,3.14861844559711,3
"barnyard_mch2_0hr",394,2.01811825263408,2
"barnyard_mch2_0hr",2016,1.02751735576895,1
"barnyard_mch2_0hr",256,1.00389899841196,1
"barnyard_mch2_0hr",522,0,0
"barnyard_mch2_0hr",3,3,3
"barnyard_mch2_0hr",9,1.00496933859652,1
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",2,0,2
"barnyard_mch2_0hr",7,0,2
"barnyard_mch2_0hr",18,2.00239544839574,2
"barnyard_mch2_0hr",1582,6.21056077513677,6
"barnyard_mch2_0hr",3082,6.06695312686123,6
"barnyard_mch2_0hr",3375,5.21385715965894,5
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",6457,8.35038851943245,8
"barnyard_mch2_0hr",1296,1.00416577730342,1
"barnyard_mch2_0hr",4658,10.7011341042849,10
"barnyard_mch2_0hr",41,2.02013388859329,4
"barnyard_mch2_0hr",94,1.00507154822328,1
"barnyard_mch2_0hr",1414,3.0272006656255,3
"barnyard_mch2_0hr",2039,9.32637728976852,9
"barnyard_mch2_0hr",34,1.00025549671287,1
"barnyard_mch2_0hr",446,2.01817526405648,2
"barnyard_mch2_0hr",210,2.14152839061752,2
"barnyard_mch2_0hr",56,0,0
"barnyard_mch2_0hr",1050,2.08422948610028,2
"barnyard_mch2_0hr",6,2.01169163357895,2
"barnyard_mch2_0hr",194,0,2
"barnyard_mch2_0hr",96,0,0
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",228,0,0
"barnyard_mch2_0hr",3194,8.41208502376789,8
"barnyard_mch2_0hr",125,12.5234345930723,12
"barnyard_mch2_0hr",32,0,2
"barnyard_mch2_0hr",1008,1.00420710004476,1
"barnyard_mch2_0hr",2986,2.15199845184832,2
"barnyard_mch2_0hr",3089,6.18297109919074,6
"barnyard_mch2_0hr",3489,4.08466233879569,4
"barnyard_mch2_0hr",1317,5.33131143716807,5
"barnyard_mch2_0hr",2225,3.05610423582684,3
"barnyard_mch2_0hr",295,1.01481925126362,3
"barnyard_mch2_0hr",63,2.03803513334415,2
"barnyard_mch2_0hr",4,4,4
"barnyard_mch2_0hr",493,0,0
"barnyard_mch2_0hr",3361,5.20522436614604,5
"barnyard_mch2_0hr",2406,0,0
"barnyard_mch2_0hr",5,0,0
"barnyard_mch2_0hr",3523,6.16082611893416,6
"barnyard_mch2_0hr",2493,3.12609931542135,3
"barnyard_mch2_0hr",144,3.12510151352779,3
"barnyard_mch2_0hr",875,0,0
"barnyard_mch2_0hr",3825,6.71279615802063,6
"barnyard_mch2_0hr",177,0,0
"barnyard_mch2_0hr",562,0,0
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",170,1.02235299029288,3
"barnyard_mch2_0hr",1669,4.09526282425526,4
"barnyard_mch2_0hr",942,6.16365809834117,6
"barnyard_mch2_0hr",972,1.3554915170382,3
"barnyard_mch2_0hr",2042,8.28555273509745,8
"barnyard_mch2_0hr",1528,2.02630308464283,2
"barnyard_mch2_0hr",175,3.02726289608471,3
"barnyard_mch2_0hr",2683,4.03926516524474,4
"barnyard_mch2_0hr",146,3.03636777564851,5
"barnyard_mch2_0hr",1376,3.24054664866582,3
"barnyard_mch2_0hr",1041,3.02631536739889,3
"barnyard_mch2_0hr",3096,7.07449539802158,7
"barnyard_mch2_0hr",277,0,0
"barnyard_mch2_0hr",1404,2.07647085247393,2
"barnyard_mch2_0hr",99,3.12395988677539,3
"barnyard_mch2_0hr",222,2.26382423315852,2
"barnyard_mch2_0hr",2839,2.2496112869007,2
"barnyard_mch2_0hr",346,0,0
"barnyard_mch2_0hr",20155,26.8761873481638,25
"barnyard_mch2_0hr",3563,9.4746430342334,9
"barnyard_mch2_0hr",3002,4.05016556174813,4
"barnyard_mch2_0hr",241,2.13648466904245,2
"barnyard_mch2_0hr",99,1.08284688670316,1
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",1564,1.00743460725846,1
"barnyard_mch2_0hr",43,0,2
"barnyard_mch2_0hr",822,8.54985497202667,7
"barnyard_mch2_0hr",1287,7.91822077598004,7
"barnyard_mch2_0hr",59,3.03878715371547,3
"barnyard_mch2_0hr",74,2.02186623857751,2
"barnyard_mch2_0hr",203,2.1684003981945,2
"barnyard_mch2_0hr",338,1.00262254063381,1
"barnyard_mch2_0hr",843,1.02205501508155,1
"barnyard_mch2_0hr",3687,9.34746363636968,9
"barnyard_mch2_0hr",566,1.02695606081767,1
"barnyard_mch2_0hr",1798,4.02680074255031,4
"barnyard_mch2_0hr",1917,4.1379316774428,4
"barnyard_mch2_0hr",1289,2.05677979213217,2
"barnyard_mch2_0hr",4081,3.2688336546284,3
"barnyard_mch2_0hr",4,1.00584581678948,1
"barnyard_mch2_0hr",137,2.20109410967633,2
"barnyard_mch2_0hr",256,3.20884595475463,3
"barnyard_mch2_0hr",471,2.36758756660187,2
"barnyard_mch2_0hr",1789,2.07078599610808,2
"barnyard_mch2_0hr",9,3.01104189749966,5
"barnyard_mch2_0hr",2950,3.12839407623278,3
"barnyard_mch2_0hr",70,1.02283691320931,3
"barnyard_mch2_0hr",5265,15.5838207043752,15
"barnyard_mch2_0hr",1291,2.0487574389677,2
"barnyard_mch2_0hr",908,2.12676288507324,2
"barnyard_mch2_0hr",437,0,0
"barnyard_mch2_0hr",1628,3.01288767262488,3
"barnyard_mch2_0hr",1115,1.01964138681221,1
"barnyard_mch2_0hr",4,1.00380199337613,1
"barnyard_mch2_0hr",3794,6.38258209683758,6
"barnyard_mch2_0hr",206,4.21171136459969,6
"barnyard_mch2_0hr",138,4.0760702666883,4
"barnyard_mch2_0hr",2620,4.13697512074751,4
"barnyard_mch2_0hr",240,1.08387013187722,1
"barnyard_mch2_0hr",15255,19.0852066261086,16
"barnyard_mch2_0hr",162,0,0
"barnyard_mch2_0hr",1774,1.02167001001218,1
"barnyard_mch2_0hr",6269,10.7000909763084,10
"barnyard_mch2_0hr",6,3.00848776468396,3
"barnyard_mch2_0hr",302,2.33302930630014,2
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",193,1.02460500840543,1
"barnyard_mch2_0hr",4,4,4
"barnyard_mch2_0hr",96,2.05737021162241,4
"barnyard_mch2_0hr",1,1,1
"barnyard_mch2_0hr",1446,3.05852630769794,3
"barnyard_mch2_0hr",2608,3.08895334178587,3
"barnyard_mch2_0hr",16,0,0
"barnyard_mch2_0hr",259,0,0
"barnyard_mch2_0hr",802,0,0
"barnyard_mch2_0hr",1209,4.07132968606199,4
"barnyard_mch2_0hr",5675,6.7365770690065,6
"barnyard_mch2_0hr",408,0,0
"barnyard_mch2_0hr",505,1.00835273706739,1
"barnyard_mch2_0hr",2016,4.07283597210974,6
"barnyard_mch2_0hr",5,2.03338759163735,2
"barnyard_mch2_0hr",217,6.40602662118373,6
"barnyard_mch2_0hr",21,1.01065349498081,3
"barnyard_mch2_0hr",10,0,0
"barnyard_mch2_0hr",1496,4.05007810013536,4
"barnyard_mch2_0hr",1807,3.07111418706764,3
"barnyard_mch2_0hr",39,0,0
"barnyard_mch2_0hr",857,25.0099206040767,14
"barnyard_mch2_0hr",1394,3.04930645754562,3
"barnyard_mch2_0hr",67,5.03752441001678,7
"barnyard_mch2_0hr",5031,20.8935742434029,20
"barnyard_mch2_0hr",208,2.21043156420696,4
"barnyard_mch2_0hr",8,2.00735572257658,2
"barnyard_mch2_0hr",5402,3.18370618057151,3
"barnyard_mch2_0hr",3,3,3
"barnyard_mch2_0hr",224,0,0
"barnyard_mch2_0hr",2853,10.5579653925789,10
"barnyard_mch2_0hr",319,1.11832447475891,3
"barnyard_mch2_0hr",51,1.02706940428391,1
"barnyard_mch2_0hr",2302,4.04797440176671,4
"barnyard_mch2_0hr",78,4.10299257957988,4
"barnyard_mch2_0hr",106,4.23973129468684,4
"barnyard_mch2_0hr",579,0,0
"barnyard_mch2_0hr",2024,3.01738490172973,3
"barnyard_mch2_0hr",653,2.03338759163735,2
"barnyard_mch2_0hr",772,1.03447048850391,1
"barnyard_mch2_0hr",4,0,0
"barnyard_mch2_0hr",729,6.48725723612461,6
"barnyard_mch2_0hr",1901,3.08589317587088,3
"barnyard_mch2_0hr",5,3.00775191666416,5
"barnyard_mch2_0hr",5,1.00192936578395,1
"barnyard_mch2_0hr",1015,2.03401983112253,2
"barnyard_mch2_0hr",217,1.00263091485712,1
"barnyard_mch2_0hr",4,2.0018098278714,4
"barnyard_mch2_0hr",1128,0,0
"barnyard_mch2_0hr",1461,2.04068604504952,2
"barnyard_mch2_0hr",4,1.008465566475,1
"barnyard_mch2_0hr",4089,3.13416209578214,3
"barnyard_mch2_0hr",248,1.03067276282848,1
"barnyard_mch2_0hr",7,1.001345024478,1
"barnyard_mch2_0hr",155,0,2
"barnyard_mch2_0hr",41,0,0
"barnyard_mch2_0hr",1083,2.04677732561692,2
"barnyard_mch2_0hr",5303,7.48359099984546,7
"barnyard_mch2_0hr",1696,3.25692924441068,3
"barnyard_mch2_0hr",27,0,0
"barnyard_mch2_0hr",113,1.11263234473585,1
"barnyard_mch2_0hr",34,3.01490801578956,3
"barnyard_mch2_0hr",1010,1.024025612959,1
"barnyard_mch2_0hr",1992,0,0
"barnyard_mch2_0hr",21,1.00986661933239,3
"barnyard_mch2_0hr",79,2.10113867503094,4
"barnyard_mch2_0hr",360,1.00234645402674,1
"barnyard_mch2_0hr",1896,3.04073981625399,3
"barnyard_mch2_0hr",116,0,0
"barnyard_mch2_0hr",726,2.00492775664806,2
