"dataset","ceil_fishash","ceil_fishashplus"
"ipsc",NA,NA
"ipsc",5,2
"ipsc",4,2
"ipsc",3,1
"ipsc",11,4
"ipsc",7,3
"ipsc",2,1
"ipsc",2,1
"ipsc",10,3
"ipsc",5,1
"ipsc",NA,NA
"ipsc",1,1
"ipsc",11,3
"ipsc",10,4
"ipsc",4,2
"ipsc",7,2
"ipsc",7,4
"ipsc",8,3
"ipsc",3,2
"ipsc",7,2
"ipsc",11,5
"ipsc",9,3
"ipsc",4,2
"ipsc",7,2
"ipsc",5,2
"ipsc",8,2
"ipsc",18,3
"ipsc",3,1
"ipsc",5,3
"ipsc",5,2
"ipsc",10,3
"ipsc",7,3
"ipsc",23,4
"ipsc",3,1
"ipsc",13,3
"ipsc",9,3
"ipsc",5,2
"ipsc",2,1
"ipsc",2,1
"ipsc",2,1
"ipsc",4,2
"ipsc",4,2
"ipsc",8,2
"ipsc",11,3
"ipsc",5,2
"ipsc",10,3
"ipsc",3,1
"ipsc",8,3
"ipsc",10,3
"ipsc",7,2
"ipsc",6,2
"ipsc",7,3
"ipsc",6,2
"ipsc",19,4
"ipsc",1,1
"ipsc",4,2
"ipsc",3,2
"ipsc",15,3
"ipsc",10,3
"ipsc",8,3
"ipsc",11,3
"ipsc",4,2
"ipsc",12,4
"ipsc",11,3
"ipsc",15,5
"ipsc",4,2
"ipsc",4,2
"ipsc",5,3
"ipsc",4,2
"ipsc",23,4
"ipsc",7,2
"ipsc",12,6
"ipsc",2,1
"ipsc",3,2
"ipsc",4,3
"ipsc",23,5
"ipsc",8,3
"ipsc",11,4
"ipsc",4,2
"ipsc",6,4
"ipsc",13,3
"ipsc",5,3
"ipsc",8,3
"ipsc",7,3
"ipsc",7,3
"ipsc",9,3
"ipsc",2,1
"ipsc",3,2
"ipsc",3,2
"ipsc",25,4
"ipsc",15,3
"ipsc",15,3
"ipsc",8,2
"ipsc",4,1
"ipsc",5,3
"ipsc",10,2
"ipsc",6,2
"ipsc",14,4
"ipsc",7,4
"ipsc",7,4
"ipsc",6,3
"ipsc",7,3
"ipsc",12,4
"ipsc",7,3
"ipsc",4,2
"ipsc",2,1
"ipsc",4,2
"ipsc",3,2
"ipsc",10,3
"ipsc",7,2
"ipsc",2,1
"ipsc",4,2
"ipsc",2,1
"ipsc",5,2
"ipsc",3,2
"ipsc",2,1
"ipsc",7,2
"ipsc",12,4
"ipsc",17,4
"ipsc",8,3
"ipsc",25,4
"ipsc",5,3
"ipsc",2,1
"ipsc",6,2
"ipsc",7,2
"ipsc",6,2
"ipsc",4,2
"ipsc",8,3
"ipsc",12,3
"ipsc",6,2
"ipsc",4,3
"ipsc",2,1
"ipsc",7,3
"ipsc",6,2
"ipsc",5,2
"ipsc",4,2
"ipsc",7,2
"ipsc",5,2
"ipsc",2,2
"ipsc",5,2
"ipsc",12,4
"ipsc",5,2
"ipsc",11,2
"ipsc",5,3
"ipsc",4,2
"ipsc",2,1
"ipsc",3,1
"ipsc",5,2
"ipsc",11,3
"ipsc",8,3
"ipsc",10,3
"ipsc",3,2
"ipsc",5,2
"ipsc",13,4
"ipsc",10,4
"ipsc",2,1
"ipsc",8,3
"ipsc",10,4
"ipsc",3,1
"ipsc",2,1
"ipsc",22,4
"ipsc",10,4
"ipsc",2,1
"ipsc",10,3
"ipsc",8,3
"ipsc",16,4
"ipsc",9,3
"ipsc",5,2
"ipsc",5,2
"ipsc",8,2
"ipsc",5,2
"ipsc",6,2
"ipsc",8,4
"ipsc",3,1
"ipsc",6,2
"ipsc",2,1
"ipsc",7,2
"ipsc",3,2
"ipsc",6,2
"ipsc",10,3
"ipsc",5,2
"ipsc",9,3
"ipsc",6,2
"ipsc",2,2
"ipsc",6,2
"ipsc",9,2
"ipsc",3,2
"ipsc",2,1
"ipsc",2,2
"ipsc",5,3
"ipsc",11,3
"ipsc",5,3
"ipsc",3,2
"ipsc",3,1
"ipsc",3,2
"ipsc",9,4
"ipsc",3,2
"ipsc",5,2
"ipsc",19,4
"ipsc",6,2
"ipsc",10,3
"ipsc",5,2
"ipsc",7,2
"ipsc",4,2
"ipsc",2,1
"ipsc",3,2
"ipsc",3,2
"ipsc",16,5
"ipsc",4,2
"ipsc",5,2
"ipsc",2,1
"ipsc",2,1
"ipsc",3,2
"ipsc",6,2
"ipsc",3,2
"ipsc",10,4
"ipsc",7,2
"ipsc",5,3
"ipsc",5,2
"ipsc",1,1
"ipsc",2,1
"ipsc",7,3
"ipsc",9,2
"ipsc",8,2
"ipsc",7,2
"ipsc",10,3
"ipsc",4,2
"ipsc",7,3
"ipsc",5,2
"ipsc",3,2
"ipsc",12,4
"ipsc",3,2
"ipsc",12,3
"ipsc",4,2
"ipsc",1,1
"ipsc",2,1
"ipsc",8,3
"ipsc",13,3
"ipsc",16,4
"ipsc",5,2
"ipsc",8,3
"ipsc",7,2
"ipsc",8,3
"ipsc",2,1
"ipsc",5,2
"ipsc",4,2
"ipsc",5,3
"ipsc",17,5
"ipsc",2,1
"ipsc",3,2
"ipsc",2,2
"ipsc",7,4
"ipsc",3,1
"ipsc",4,2
"ipsc",2,2
"ipsc",7,2
"ipsc",2,1
"ipsc",3,2
"ipsc",5,3
"ipsc",6,4
"ipsc",4,2
"ipsc",6,3
"ipsc",8,3
"ipsc",9,3
"ipsc",8,3
"ipsc",7,2
"ipsc",4,2
"ipsc",3,2
"ipsc",4,2
"ipsc",7,3
"ipsc",4,3
"ipsc",2,1
"ipsc",3,2
"ipsc",4,2
"ipsc",10,3
"ipsc",5,2
"ipsc",6,2
"ipsc",4,2
"ipsc",4,2
"ipsc",3,1
"ipsc",2,2
"ipsc",9,4
"ipsc",4,2
"ipsc",3,1
"ipsc",7,3
"ipsc",4,1
"ipsc",4,3
"ipsc",3,2
"ipsc",3,2
"ipsc",3,2
"ipsc",7,3
"ipsc",5,3
"ipsc",11,3
"ipsc",3,1
"ipsc",23,7
"ipsc",6,2
"ipsc",3,2
"ipsc",4,3
"ipsc",5,2
"ipsc",4,2
"ipsc",7,3
"ipsc",5,2
"ipsc",3,2
"ipsc",6,3
"ipsc",4,3
"ipsc",8,4
"ipsc",6,2
"ipsc",1,1
"ipsc",4,2
"ipsc",7,3
"ipsc",10,2
"ipsc",4,2
"ipsc",8,3
"ipsc",5,2
"ipsc",10,3
"ipsc",5,2
"ipsc",6,2
"ipsc",8,3
"ipsc",4,2
"ipsc",3,1
"ipsc",22,5
"ipsc",3,2
"ipsc",2,1
"ipsc",9,3
"ipsc",4,2
"ipsc",6,2
"ipsc",13,3
"ipsc",19,3
"ipsc",2,1
"ipsc",2,1
"ipsc",3,2
"ipsc",5,2
"ipsc",14,3
"ipsc",4,2
"ipsc",4,2
"ipsc",7,2
"ipsc",3,2
"ipsc",4,1
"ipsc",7,2
"ipsc",5,2
"ipsc",16,4
"ipsc",5,2
"ipsc",8,3
"ipsc",4,2
"ipsc",3,2
"ipsc",5,2
"ipsc",3,2
"ipsc",4,2
"ipsc",2,1
"ipsc",3,2
"ipsc",15,3
"ipsc",6,3
"ipsc",11,3
"ipsc",5,3
"ipsc",2,2
"ipsc",14,4
"ipsc",2,2
"ipsc",3,2
"ipsc",4,2
"ipsc",4,2
"ipsc",3,1
"ipsc",2,1
"ipsc",6,2
"ipsc",8,2
"ipsc",11,3
"ipsc",4,3
"ipsc",7,2
"ipsc",14,3
"ipsc",9,3
"ipsc",4,2
"ipsc",27,5
"ipsc",7,2
"ipsc",5,2
"ipsc",3,2
"ipsc",10,2
"ipsc",7,2
"ipsc",3,1
"ipsc",5,2
"ipsc",4,2
"ipsc",7,3
"ipsc",3,2
"ipsc",3,2
"ipsc",12,3
"ipsc",16,4
"ipsc",7,2
"ipsc",9,2
"ipsc",18,4
"ipsc",8,3
"ipsc",3,1
"ipsc",15,4
"ipsc",7,3
"ipsc",11,3
"ipsc",3,1
"ipsc",3,2
"ipsc",8,4
"ipsc",5,3
"ipsc",NA,NA
"ipsc",33,5
"ipsc",10,4
"ipsc",3,2
"ipsc",3,2
"ipsc",9,3
"ipsc",4,2
"ipsc",4,2
"ipsc",2,1
"ipsc",3,2
"ipsc",15,3
"ipsc",3,2
"ipsc",19,5
"ipsc",10,3
"ipsc",4,2
"ipsc",8,3
"ipsc",4,2
"ipsc",3,2
"ipsc",6,3
"ipsc",10,4
"ipsc",5,3
"ipsc",2,2
"ipsc",2,1
"ipsc",19,6
"ipsc",7,3
"ipsc",6,2
"ipsc",3,2
"ipsc",1,1
"ipsc",5,3
"ipsc",3,1
"ipsc",9,3
"ipsc",2,1
"ipsc",5,2
"ipsc",2,1
"ipsc",3,1
"ipsc",3,1
"ipsc",3,2
"ipsc",11,5
"ipsc",6,2
"ipsc",1,1
"ipsc",5,2
"ipsc",5,3
"ipsc",6,2
"ipsc",6,3
"ipsc",3,2
"ipsc",10,3
"ipsc",7,2
"ipsc",6,3
"ipsc",2,1
"ipsc",1,1
"ipsc",2,1
"ipsc",7,3
"ipsc",4,2
"ipsc",6,2
"ipsc",4,2
"ipsc",4,2
"ipsc",5,2
"ipsc",5,2
"ipsc",2,1
"ipsc",4,2
"ipsc",12,3
"ipsc",5,3
"ipsc",5,2
"ipsc",3,1
"ipsc",4,2
"ipsc",3,1
"ipsc",5,3
"ipsc",4,2
"ipsc",22,4
"ipsc",16,3
"ipsc",3,1
"ipsc",15,4
"ipsc",9,3
"ipsc",7,2
"ipsc",16,3
"ipsc",9,2
"ipsc",4,2
"ipsc",3,3
"ipsc",10,5
"ipsc",2,1
"ipsc",3,2
"ipsc",5,2
"ipsc",3,2
"ipsc",4,2
"ipsc",4,2
"ipsc",4,2
"ipsc",3,2
"ipsc",3,2
"ipsc",3,2
"ipsc",2,2
"ipsc",6,3
"ipsc",5,2
"ipsc",2,2
"ipsc",4,2
"ipsc",3,2
"ipsc",4,2
"ipsc",13,4
"ipsc",3,2
"ipsc",8,3
"ipsc",7,3
"ipsc",9,5
"ipsc",6,3
"ipsc",8,3
"ipsc",4,3
"ipsc",14,4
"ipsc",9,3
"ipsc",7,2
"ipsc",3,2
"ipsc",20,5
"ipsc",7,3
"ipsc",15,4
"ipsc",5,2
"ipsc",4,2
"ipsc",5,2
"ipsc",6,2
"ipsc",10,4
"ipsc",3,2
"ipsc",3,1
"ipsc",3,1
"ipsc",8,3
"ipsc",4,2
"ipsc",13,3
"ipsc",13,3
"ipsc",5,3
"ipsc",5,2
"ipsc",11,3
"ipsc",6,3
"ipsc",6,2
"ipsc",8,4
"ipsc",3,2
"ipsc",14,5
"ipsc",6,3
"ipsc",14,5
"ipsc",12,4
"ipsc",15,4
"ipsc",8,2
"ipsc",5,3
"ipsc",7,3
"ipsc",7,2
"ipsc",7,3
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",5,2
"ipsc",2,1
"ipsc",3,2
"ipsc",6,2
"ipsc",3,2
"ipsc",NA,NA
"ipsc",2,1
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",1,1
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",1,1
"ipsc",3,1
"ipsc",3,1
"ipsc",3,1
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"ipsc",NA,NA
"erythroid_multiome",4,2
"erythroid_multiome",6,3
"erythroid_multiome",8,3
"erythroid_multiome",9,4
"erythroid_multiome",4,4
"erythroid_multiome",5,3
"erythroid_multiome",14,5
"erythroid_multiome",6,5
"erythroid_multiome",4,3
"erythroid_multiome",6,4
"erythroid_multiome",8,3
"erythroid_multiome",4,3
"erythroid_multiome",5,4
"erythroid_multiome",5,5
"erythroid_multiome",9,3
"erythroid_multiome",6,4
"erythroid_multiome",7,3
"erythroid_multiome",8,3
"erythroid_multiome",5,3
"erythroid_multiome",11,5
"erythroid_multiome",8,5
"erythroid_multiome",8,4
"erythroid_multiome",8,4
"erythroid_multiome",6,3
"erythroid_multiome",6,3
"erythroid_multiome",8,4
"erythroid_multiome",9,5
"erythroid_multiome",6,4
"erythroid_multiome",8,4
"erythroid_multiome",6,2
"erythroid_multiome",7,4
"erythroid_multiome",9,4
"erythroid_multiome",10,4
"erythroid_multiome",12,6
"erythroid_multiome",7,4
"erythroid_multiome",15,4
"erythroid_multiome",6,4
"erythroid_multiome",10,4
"erythroid_multiome",8,4
"erythroid_multiome",11,4
"erythroid_multiome",6,4
"erythroid_multiome",6,4
"erythroid_multiome",14,4
"erythroid_multiome",7,3
"erythroid_multiome",16,9
"erythroid_multiome",8,4
"erythroid_multiome",9,4
"erythroid_multiome",14,8
"erythroid_multiome",12,5
"erythroid_multiome",7,4
"erythroid_multiome",7,4
"erythroid_multiome",16,6
"erythroid_multiome",8,4
"erythroid_multiome",10,6
"erythroid_multiome",5,5
"erythroid_multiome",10,4
"erythroid_multiome",11,5
"erythroid_multiome",7,5
"erythroid_multiome",11,5
"erythroid_multiome",10,5
"erythroid_multiome",15,6
"erythroid_multiome",8,4
"erythroid_multiome",11,4
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",2,1
"cd4_tcell",NA,NA
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",NA,NA
"cd4_tcell",NA,NA
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",3,2
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",3,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",2,1
"cd4_tcell",2,1
"cd4_tcell",2,2
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,2
"cd4_tcell",NA,NA
"cd4_tcell",2,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",2,2
"cd4_tcell",3,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",NA,NA
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",NA,NA
"cd4_tcell",2,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",2,1
"cd4_tcell",NA,NA
"cd4_tcell",2,1
"cd4_tcell",2,1
"cd4_tcell",2,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",3,1
"cd4_tcell",2,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",2,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",2,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",3,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",2,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",NA,NA
"cd4_tcell",NA,NA
"cd4_tcell",2,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",3,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",2,1
"cd4_tcell",NA,NA
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",1,1
"cd4_tcell",2,1
"cd4_tcell",1,1
"cd4_tcell",NA,NA
"cd4_tcell",1,1
