"moi","iter","method","F1","Precision","Recall"
0.3,3,"fishash+ Poisson",0.96461960612904,0.972673849167483,0.956697654255575
0.5,3,"sceptre_mixture",0.949307522469279,0.96644264826083,0.932769426304948
0.5,3,"fishash+ Poisson",0.962843008939861,0.974845027400952,0.951132927203401
1,3,"sceptre_mixture",0.9482995439811,0.99001950212229,0.909953606073387
1,3,"fishash+ Poisson",0.959948180934902,0.983410749834107,0.937579080556727
2,3,"sceptre_mixture",0.922994456646794,0.992744044773181,0.862402579951626
2,3,"fishash+ Poisson",0.948373444829696,0.991523842524722,0.908822164129877
3,3,"sceptre_mixture",0.892635069780296,0.994370657049872,0.809784749829877
3,3,"fishash+ Poisson",0.929162535275723,0.993536679851568,0.872622757064575
5,3,"sceptre_mixture",0.820621996796583,0.995982439372094,0.697767588609822
5,3,"fishash+ Poisson",0.878397329728975,0.996200126662445,0.785509187275142
10,3,"sceptre_mixture",0.697747527544843,0.997141076073171,0.536624866965897
10,3,"fishash+ Poisson",0.775424418481222,0.998560154555562,0.633797603072509
0.1,4,"sceptre_mixture",0.965258365945212,0.976514947481821,0.954258342983472
0.1,4,"fishash+ Poisson",0.966645522782535,0.970750610468203,0.962575007895568
0.3,4,"sceptre_mixture",0.892246774230253,0.848915255705192,0.940239808153477
0.3,4,"fishash+ Poisson",0.963841999467196,0.973484663176948,0.954388489208633
0.5,4,"sceptre_mixture",0.953525784252391,0.968676230252406,0.938841957057374
0.5,4,"fishash+ Poisson",0.965317919075145,0.975642638863922,0.955209433298134
1,4,"sceptre_mixture",0.923932608539132,0.940937087549494,0.907531824611033
1,4,"fishash+ Poisson",0.961420144041113,0.984545252390483,0.939356435643564
2,4,"sceptre_mixture",0.919857814351376,0.994537826956105,0.855609921519233
2,4,"fishash+ Poisson",0.946542273757231,0.991355765916262,0.90560507702742
3,4,"sceptre_mixture",0.893470655293054,0.993183307843566,0.811952988247062
3,4,"fishash+ Poisson",0.9301958697243,0.993947641001686,0.874129246597364
5,4,"sceptre_mixture",0.828762290379378,0.996274158514737,0.709472733431184
5,4,"fishash+ Poisson",0.881575217782929,0.99700807818889,0.790098227390764
10,4,"sceptre_mixture",0.689668044260765,0.997202180977034,0.527109170305677
10,4,"fishash+ Poisson",0.767323644758634,0.998320958173203,0.623138282387191
0.1,5,"sceptre_mixture",0.934926958831341,0.920473773265651,0.94984126984127
0.1,5,"fishash+ Poisson",0.965028280092408,0.968655045578123,0.961428571428571
0.3,5,"sceptre_mixture",0.904086239461925,0.869093485673797,0.942015072241156
0.3,5,"fishash+ Poisson",0.964426495127083,0.971829613022712,0.957135314165027
0.5,5,"sceptre_mixture",0.960744875590409,0.987686445797128,0.93523407250968
0.5,5,"fishash+ Poisson",0.964590529247911,0.977242967444801,0.952261527631116
1,5,"sceptre_mixture",0.94852699594787,0.987909204973195,0.91216429699842
1,5,"fishash+ Poisson",0.96199303085821,0.984920372209349,0.940108829208355
2,5,"sceptre_mixture",0.916927390982617,0.984939339004323,0.857701462087725
2,5,"fishash+ Poisson",0.947313656320585,0.991895195578231,0.906567251177928
3,5,"sceptre_mixture",0.881120553103737,0.989860327692721,0.793906970899233
3,5,"fishash+ Poisson",0.923647473650836,0.993551054154609,0.862933773764429
5,5,"sceptre_mixture",0.829611574146878,0.996819298356113,0.710441262288459
5,5,"fishash+ Poisson",0.886548468513383,0.996818812450075,0.798244826502671
10,5,"sceptre_mixture",0.684205705212858,0.997074397081071,0.520789030271338
10,5,"fishash+ Poisson",0.760502584504484,0.99828128393756,0.614206031026669
0.1,6,"sceptre_mixture",0.962379421221865,0.973913986658713,0.951114877389969
0.1,6,"fishash+ Poisson",0.964869824216153,0.968966990706121,0.960807160637678
0.3,6,"sceptre_mixture",0.962157947318404,0.981799194390571,0.943287147634974
0.3,6,"fishash+ Poisson",0.965734939759036,0.974185707340788,0.957429526994744
0.5,6,"sceptre_mixture",0.944828967573943,0.955955865795992,0.933958113340373
0.5,6,"fishash+ Poisson",0.963144634456311,0.976314243095421,0.950325589581133
1,6,"sceptre_mixture",0.936264133876074,0.964622553588071,0.909525483304042
1,6,"fishash+ Poisson",0.96004748970157,0.983198850447662,0.937961335676626
2,6,"sceptre_mixture",0.906991365041892,0.966952096955106,0.85403276470304
2,6,"fishash+ Poisson",0.94961870548938,0.992621676460513,0.910187019765138
3,6,"sceptre_mixture",0.890813943174763,0.994827206691614,0.806491907421617
3,6,"fishash+ Poisson",0.927023348340488,0.993370323528212,0.868984100358679
5,6,"sceptre_mixture",0.83188792090388,0.99150234741784,0.71653792651067
5,6,"fishash+ Poisson",0.888713446994618,0.996375182645836,0.802049286934099
10,6,"sceptre_mixture",0.688899110119398,0.997204736540916,0.526210649183222
10,6,"fishash+ Poisson",0.772613002699103,0.99866523063894,0.630007955819072
0.1,7,"sceptre_mixture",0.970906068162926,0.98573450941958,0.95651714481957
0.1,7,"fishash+ Poisson",0.968131606135262,0.970832005100414,0.965446187985418
0.3,7,"sceptre_mixture",0.858550408719346,0.783988216091405,0.948785893235691
0.3,7,"fishash+ Poisson",0.96791236488779,0.973812542670438,0.962083253035267
0.5,7,"sceptre_mixture",0.94392877017251,0.955692779230145,0.932450855358635
0.5,7,"fishash+ Poisson",0.964495063186752,0.977810918293565,0.951537006904437
1,7,"sceptre_mixture",0.949453526902587,0.989997327530256,0.912099894477664
1,7,"fishash+ Poisson",0.96107073469094,0.983577583032624,0.939570875835385
2,7,"sceptre_mixture",0.921464066534325,0.9920934260889,0.860222868217054
2,7,"fishash+ Poisson",0.948057197716134,0.990550100306198,0.90906007751938
3,7,"sceptre_mixture",0.887808409477783,0.981654154857971,0.810340208947227
3,7,"fishash+ Poisson",0.929996386664892,0.994529295723089,0.873327975712117
5,7,"sceptre_mixture",0.823133116340621,0.996633596063897,0.70108386274108
5,7,"fishash+ Poisson",0.878717108403067,0.996133369883568,0.786062344877838
10,7,"sceptre_mixture",0.697584198989085,0.99683527271553,0.536520222707601
10,7,"fishash+ Poisson",0.771865713026292,0.998721309967343,0.628992543582672
0.1,8,"sceptre_mixture",0.944926472515662,0.938359017076218,0.951586505464337
0.1,8,"fishash+ Poisson",0.964816926054564,0.969056242011078,0.960614539887018
0.3,8,"sceptre_mixture",0.957519242155121,0.978520647405839,0.937400376756992
0.3,8,"fishash+ Poisson",0.963284835465287,0.973792014214501,0.953001980389316
0.5,8,"sceptre_mixture",0.956877828054299,0.983535649504674,0.931626943918234
0.5,8,"fishash+ Poisson",0.963556071014363,0.975787143696074,0.951627825014318
1,8,"sceptre_mixture",0.948159030392067,0.987303044209882,0.912000565231215
1,8,"fishash+ Poisson",0.96266040122899,0.98553084409577,0.940827357190801
2,8,"sceptre_mixture",0.914801434760809,0.976264303158357,0.860619254958878
2,8,"fishash+ Poisson",0.948036543508985,0.990951777988815,0.908684083212385
3,8,"sceptre_mixture",0.887001674709899,0.992900721020521,0.801515097245603
3,8,"fishash+ Poisson",0.926400550848268,0.993987030044328,0.86742003653426
5,8,"sceptre_mixture",0.826326471440997,0.99468549218688,0.70670979813122
5,8,"fishash+ Poisson",0.881178964317837,0.996897503771383,0.789531227105195
10,8,"sceptre_mixture",0.689148606515044,0.997066474788288,0.526540395182977
10,8,"fishash+ Poisson",0.768296104456674,0.998569424964937,0.62432479831638
0.1,9,"sceptre_mixture",0.957164115646258,0.960994610746492,0.953364035784236
0.1,9,"fishash+ Poisson",0.966889178479296,0.97156600748263,0.962257159493939
0.3,9,"sceptre_mixture",0.842760834670947,0.76251887998141,0.941877152698048
0.3,9,"fishash+ Poisson",0.963851359487513,0.97051263397837,0.957280903176426
0.5,9,"sceptre_mixture",0.953905676739377,0.971863531330705,0.936599423631124
0.5,9,"fishash+ Poisson",0.966233995975499,0.978809193136508,0.953977818531133
1,9,"sceptre_mixture",0.944082219029727,0.983914312039312,0.907349713233732
1,9,"fishash+ Poisson",0.960710724322364,0.984577650600171,0.937973518374283
2,9,"sceptre_mixture",0.921459428511945,0.992710552876528,0.85975135975136
2,9,"fishash+ Poisson",0.947023900137007,0.991552438635639,0.906322843822844
3,9,"sceptre_mixture",0.885062137941278,0.987733180090178,0.801725839148921
3,9,"fishash+ Poisson",0.926157001427983,0.994177194354142,0.86684845984105
5,9,"sceptre_mixture",0.826199303449051,0.991010844061133,0.708389524144105
5,9,"fishash+ Poisson",0.882813486551332,0.996735054677141,0.792262100384175
10,9,"sceptre_mixture",0.69657065503497,0.996986103785669,0.535278582037368
10,9,"fishash+ Poisson",0.768279589007004,0.998281485314091,0.62441558741772
0.1,10,"sceptre_mixture",0.84591388193033,0.76277543366151,0.949392605166835
0.1,10,"fishash+ Poisson",0.963650878126663,0.966789470874046,0.960532597740173
0.3,10,"sceptre_mixture",0.957995506496044,0.975190175508378,0.941396688264939
0.3,10,"fishash+ Poisson",0.963452415529093,0.971778721742102,0.955267578593712
0.5,10,"sceptre_mixture",0.951890189018902,0.973892623630168,0.930859959510607
0.5,10,"fishash+ Poisson",0.963214437272463,0.977869484377126,0.948992166182554
1,10,"sceptre_mixture",0.948256036795707,0.986668185961714,0.912722673131654
1,10,"fishash+ Poisson",0.962626552739283,0.984071640914596,0.942096201820034
2,10,"sceptre_mixture",0.90849166343544,0.970454231671959,0.853966711213704
2,10,"fishash+ Poisson",0.946472944875501,0.989554889849156,0.906985785445268
3,10,"sceptre_mixture",0.889645075772564,0.995153473344103,0.804364546999374
3,10,"fishash+ Poisson",0.929509836612204,0.994353852425601,0.872605312583848
5,10,"sceptre_mixture",0.824408252478942,0.996456014304815,0.703024310409492
5,10,"fishash+ Poisson",0.884658667037566,0.996837021100774,0.795174287110596
10,10,"sceptre_mixture",0.682082487123453,0.996952561541327,0.518365718108674
10,10,"fishash+ Poisson",0.765724209041081,0.998292549478331,0.621042377009255
0.1,11,"sceptre_mixture",0.948315667960961,0.942529335071708,0.95417348608838
0.1,11,"fishash+ Poisson",0.965763384005288,0.96722092776954,0.964310226492793
0.3,11,"sceptre_mixture",0.94654573523736,0.949247665586143,0.943859142733439
0.3,11,"fishash+ Poisson",0.964267520558911,0.97254844392249,0.956126425169577
0.5,11,"sceptre_mixture",0.917785670969419,0.90469684030743,0.931258790436006
0.5,11,"fishash+ Poisson",0.965119129872735,0.979018765543749,0.95160864978903
1,11,"sceptre_mixture",0.905550146056475,0.907687393526405,0.903422939701155
1,11,"fishash+ Poisson",0.959251957823154,0.982840412126603,0.936769225334699
2,11,"sceptre_mixture",0.920836512719701,0.994357857102955,0.857438762975987
2,11,"fishash+ Poisson",0.945836111775141,0.990148042779622,0.905320455694983
3,11,"sceptre_mixture",0.885599857247655,0.993394715772618,0.798908960829905
3,11,"fishash+ Poisson",0.925268333747871,0.99459114840408,0.86497943122876
5,11,"sceptre_mixture",0.822569446740417,0.994150083912731,0.701497755622223
5,11,"fishash+ Poisson",0.879654716148951,0.99658785906002,0.787280355491395
10,11,"sceptre_mixture",0.680685977282964,0.966476784178848,0.525340749092991
10,11,"fishash+ Poisson",0.762620116351713,0.998487026250095,0.616894611695011
0.1,12,"sceptre_mixture",0.933967907206575,0.914908794456333,0.953837981407702
0.1,12,"fishash+ Poisson",0.964220159080631,0.965735905360759,0.962709163346613
0.3,12,"sceptre_mixture",0.949842041312272,0.955227528227186,0.944516939732251
0.3,12,"fishash+ Poisson",0.963490520175012,0.969191647513326,0.957856072688609
0.5,12,"sceptre_mixture",0.953446994437062,0.974898673544584,0.932919035656045
0.5,12,"fishash+ Poisson",0.965745313163363,0.97942349528644,0.952443915553793
1,12,"sceptre_mixture",0.946227154284881,0.985912284032656,0.909613228699552
1,12,"fishash+ Poisson",0.960640091851745,0.984410618427826,0.937990470852018
2,12,"sceptre_mixture",0.918363636363636,0.983477511056716,0.861336451557894
2,12,"fishash+ Poisson",0.947183814558764,0.990090066154786,0.907841847548052
3,12,"sceptre_mixture",0.887686115902377,0.995176813140406,0.801152325227692
3,12,"fishash+ Poisson",0.927444132745558,0.993539813962997,0.869594002182976
5,12,"sceptre_mixture",0.822521856263701,0.993793081439877,0.701606362366512
5,12,"fishash+ Poisson",0.877485155255229,0.996178617432374,0.784064795205695
10,12,"sceptre_mixture",0.699826480516078,0.995742887705157,0.539497716894977
10,12,"fishash+ Poisson",0.777368609224169,0.998484570168993,0.636430160402763
0.1,13,"sceptre_mixture",0.914634455164729,0.881657960259728,0.950173629380196
0.1,13,"fishash+ Poisson",0.962112635265001,0.962898550724638,0.961328001683679
0.3,13,"sceptre_mixture",0.95515508152507,0.969875018672509,0.940875277750942
0.3,13,"fishash+ Poisson",0.965201286675115,0.973935280810465,0.956622548546034
0.5,13,"sceptre_mixture",0.946596531894976,0.963213281320875,0.930543382997371
0.5,13,"fishash+ Poisson",0.96404189552803,0.978644634069258,0.949868536371604
1,13,"sceptre_mixture",0.946804382771937,0.988350113798557,0.908610539754592
1,13,"fishash+ Poisson",0.958275054040798,0.982273861393513,0.935420951840556
2,13,"sceptre_mixture",0.91901582270259,0.993539688781529,0.854891724671307
2,13,"fishash+ Poisson",0.945773625402437,0.99011340505961,0.905234918793503
3,13,"sceptre_mixture",0.889910251848337,0.990320522691775,0.807987077088755
3,13,"fishash+ Poisson",0.926248993520187,0.993951737332593,0.867181189984744
5,13,"sceptre_mixture",0.822870490802431,0.996400102854204,0.700818375005652
5,13,"fishash+ Poisson",0.879722134512157,0.996708737586217,0.787312926707962
10,13,"sceptre_mixture",0.688926240321855,0.997516178255978,0.52615561770028
10,13,"fishash+ Poisson",0.768988988121044,0.998545693375868,0.625249688623599
0.1,14,"sceptre_mixture",0.963842561707805,0.973322554567502,0.954545454545455
0.1,14,"fishash+ Poisson",0.965278145344837,0.966659599279126,0.963900634249471
0.3,14,"sceptre_mixture",0.964664224063737,0.985876558102131,0.94434548168119
0.3,14,"fishash+ Poisson",0.966417548286907,0.974218482461719,0.958740551730778
0.5,14,"sceptre_mixture",0.952865845524479,0.971792662464287,0.934662188685829
0.5,14,"fishash+ Poisson",0.965022619441686,0.976639271038056,0.953679068347363
1,14,"sceptre_mixture",0.94646657371395,0.983265990699093,0.912322274881517
1,14,"fishash+ Poisson",0.961310598945163,0.982318198597268,0.941182712032256
2,14,"sceptre_mixture",0.921670578167343,0.990966122961104,0.861432934218818
2,14,"fishash+ Poisson",0.948697531566375,0.991257494519426,0.909641766445295
3,14,"sceptre_mixture",0.887363320697649,0.991396367355106,0.803090332805071
3,14,"fishash+ Poisson",0.927923169267707,0.994094285655493,0.870011525716756
5,14,"sceptre_mixture",0.826133665795721,0.99560443073382,0.70596502363115
5,14,"fishash+ Poisson",0.878872739713877,0.996480036780024,0.786095589985379
10,14,"sceptre_mixture",0.677472512629333,0.997409120350905,0.512938440140722
10,14,"fishash+ Poisson",0.76466219090955,0.998211394359303,0.61967764934139
0.1,15,"sceptre_mixture",0.909026260984406,0.873103380982583,0.948031996609631
0.1,15,"fishash+ Poisson",0.96361848574238,0.966830204778157,0.96042803411559
0.3,15,"sceptre_mixture",0.957614660917287,0.968290145171679,0.94717200600979
0.3,15,"fishash+ Poisson",0.968046353568198,0.976714356191416,0.959530848640527
0.5,15,"sceptre_mixture",0.955836672218971,0.981191367438421,0.931759336463773
0.5,15,"fishash+ Poisson",0.962249888839484,0.975127292389492,0.949708166937289
1,15,"sceptre_mixture",0.941520681710127,0.973749905439141,0.911356556216369
1,15,"fishash+ Poisson",0.961878213018608,0.984182841902504,0.940562163693005
2,15,"sceptre_mixture",0.917258790765467,0.987087919782651,0.856656700454557
2,15,"fishash+ Poisson",0.946531332969169,0.991351782863225,0.905588371132016
3,15,"sceptre_mixture",0.885889498547578,0.980493191019507,0.80793520533771
3,15,"fishash+ Poisson",0.929400928660279,0.993503725207576,0.873068826488743
5,15,"sceptre_mixture",0.820372836218376,0.995363264778584,0.697711289537162
5,15,"fishash+ Poisson",0.881854169165788,0.996461490169221,0.790890456722875
10,15,"sceptre_mixture",0.682800339061416,0.996580850513435,0.519296250930381
10,15,"fishash+ Poisson",0.764600156950105,0.998319042042836,0.619554706409813
0.1,16,"sceptre_mixture",0.924690570371316,0.896792396792397,0.954380234947058
0.1,16,"fishash+ Poisson",0.965642715886618,0.966687783760955,0.964599905178317
0.3,16,"sceptre_mixture",0.957354562155542,0.971127565472345,0.943966766495991
0.3,16,"fishash+ Poisson",0.965418218101287,0.972828485948306,0.958119988406917
0.5,16,"sceptre_mixture",0.883112569032097,0.842063586332502,0.928368763368109
0.5,16,"fishash+ Poisson",0.961984422021597,0.975497015662164,0.94884106682963
1,16,"sceptre_mixture",0.942460684551341,0.989625830516377,0.899586762264684
1,16,"fishash+ Poisson",0.957575977238542,0.983325889534018,0.933140253593756
2,16,"sceptre_mixture",0.916262653686538,0.987322727146081,0.854744560760287
2,16,"fishash+ Poisson",0.945832439999496,0.99114529643433,0.90448164407352
3,16,"sceptre_mixture",0.888651978204217,0.992787666247601,0.804288394532297
3,16,"fishash+ Poisson",0.929269476348619,0.993974432049507,0.872473867595819
5,16,"sceptre_mixture",0.821940894674682,0.996893710165454,0.699227834097221
5,16,"fishash+ Poisson",0.880634164476959,0.996605576552806,0.788839719130297
10,16,"sceptre_mixture",0.696662212256423,0.997007087907339,0.535380670016362
10,16,"fishash+ Poisson",0.775292743787514,0.99849145615623,0.633649349594439
0.1,17,"sceptre_mixture",0.941108362717752,0.934517899137706,0.94779244182965
0.1,17,"fishash+ Poisson",0.962339530176317,0.967182397344612,0.957544919701065
0.3,17,"sceptre_mixture",0.959514865827011,0.976366543419606,0.943235024376116
0.3,17,"fishash+ Poisson",0.965545768650543,0.973504734802021,0.957715885504658
0.5,17,"sceptre_mixture",0.950345355142079,0.967210111742077,0.934058644022821
0.5,17,"fishash+ Poisson",0.963741013639112,0.976225045372051,0.951572243598249
1,17,"sceptre_mixture",0.945121171722337,0.982533414337789,0.910453537876922
1,17,"fishash+ Poisson",0.961640973923066,0.984948537278194,0.939410998909257
2,17,"sceptre_mixture",0.919871256285304,0.991860400289904,0.857624912627443
2,17,"fishash+ Poisson",0.947457179174165,0.991361601264156,0.90727662753983
3,17,"sceptre_mixture",0.881660899653979,0.973502948900082,0.805654024974616
3,17,"fishash+ Poisson",0.92659625083262,0.994586644332319,0.867306767372678
5,17,"sceptre_mixture",0.812088204038257,0.980229929289528,0.693184266324992
5,17,"fishash+ Poisson",0.88040264632332,0.996703076173275,0.788407243205243
10,17,"sceptre_mixture",0.688125182690957,0.996350284721764,0.525545498298126
10,17,"fishash+ Poisson",0.765035335183543,0.998170805685435,0.620183581994352
0.1,18,"sceptre_mixture",0.968124496914408,0.985954749152913,0.950927682901117
0.1,18,"fishash+ Poisson",0.963888594726252,0.968297872340426,0.959519291587603
0.3,18,"sceptre_mixture",0.966556087971495,0.988688920168912,0.945392491467577
0.3,18,"fishash+ Poisson",0.96605035500521,0.974051993745113,0.958179108782387
0.5,18,"sceptre_mixture",0.951630543961072,0.970542706246585,0.933441345185445
0.5,18,"fishash+ Poisson",0.964821888602647,0.978865305754585,0.951175723606428
1,18,"sceptre_mixture",0.920742291655482,0.93566102927805,0.906291834002677
1,18,"fishash+ Poisson",0.960275653052388,0.984064186940768,0.93761008948073
2,18,"sceptre_mixture",0.90735684244581,0.966957193292145,0.854677100855701
2,18,"fishash+ Poisson",0.946165022558691,0.991346847207756,0.904922109266437
3,18,"sceptre_mixture",0.888075963595847,0.992528431631843,0.803515032563119
3,18,"fishash+ Poisson",0.927940015034303,0.994128200946012,0.870015166384156
5,18,"sceptre_mixture",0.82195968495528,0.994733355950823,0.700321879869428
5,18,"fishash+ Poisson",0.880727189630438,0.996509473260841,0.789049260131254
10,18,"sceptre_mixture",0.691743911959315,0.996767288453978,0.529660967768144
10,18,"fishash+ Poisson",0.76809524149604,0.998319904949319,0.624157062107548
0.1,19,"sceptre_mixture",0.938713480938032,0.92611932581946,0.95165489029379
0.1,19,"fishash+ Poisson",0.965101708923192,0.968639623247351,0.961589544705945
0.3,19,"sceptre_mixture",0.886848769898698,0.836211675408298,0.94401386415058
0.3,19,"fishash+ Poisson",0.963525246156085,0.970871413909389,0.956289414143359
0.5,19,"sceptre_mixture",0.95820194565582,0.98086168215741,0.936565532919472
0.5,19,"fishash+ Poisson",0.965129408639051,0.977706006369712,0.952872256710676
1,19,"sceptre_mixture",0.945441336723574,0.983710646660871,0.910038110555575
1,19,"fishash+ Poisson",0.962614650193989,0.984998170508599,0.941225831264641
2,19,"sceptre_mixture",0.916698038502979,0.983044240888716,0.858741122677303
2,19,"fishash+ Poisson",0.947967335119826,0.991972995242272,0.907700165385738
3,19,"sceptre_mixture",0.887890171705053,0.993070526639975,0.802856228213701
3,19,"fishash+ Poisson",0.930276601990474,0.994835443037975,0.873586113680017
5,19,"sceptre_mixture",0.826019787660651,0.995547174595126,0.705827500589828
5,19,"fishash+ Poisson",0.883984394538088,0.996602523436949,0.794234290914402
10,19,"sceptre_mixture",0.696618847035158,0.99705589470494,0.535315380234545
10,19,"fishash+ Poisson",0.773504699515807,0.99842833771438,0.631289299038808
0.1,20,"sceptre_mixture",0.960340470807288,0.967365092974653,0.953417133199535
0.1,20,"fishash+ Poisson",0.965495326112862,0.968187370545435,0.962818210626386
0.3,20,"sceptre_mixture",0.879812460553602,0.828669695554329,0.937683178782492
0.3,20,"fishash+ Poisson",0.962575647542968,0.969995609113529,0.955268341901696
0.5,20,"sceptre_mixture",0.954823454516518,0.984388917537856,0.926982164930249
0.5,20,"fishash+ Poisson",0.960722367860904,0.975431093316347,0.946450644534699
1,20,"sceptre_mixture",0.944320630652202,0.989424524296576,0.903149661781285
1,20,"fishash+ Poisson",0.956702221740935,0.980794138326611,0.933765501691094
2,20,"sceptre_mixture",0.918880845235766,0.991415221796893,0.856236478109731
2,20,"fishash+ Poisson",0.947905042102059,0.990853416050266,0.90852517198629
3,20,"sceptre_mixture",0.890537960356672,0.994111184355087,0.806510268111808
3,20,"fishash+ Poisson",0.928325829676488,0.993534745659334,0.871149458071877
5,20,"sceptre_mixture",0.822345063739706,0.996205543764872,0.700152550991581
5,20,"fishash+ Poisson",0.880985555856782,0.996448742084546,0.789502231764507
10,20,"sceptre_mixture",0.699760301936775,0.99705112807755,0.539035914084466
10,20,"fishash+ Poisson",0.77653720364117,0.998669364393649,0.635241601205832
