"model","id","chemistry","regime","purity","mu_level","mu_pert","moi_level","moi","method","jaccard","precision","recall","fdr_pooled","recall_pooled","n_pred","n_true","model_chem"
"A","A__mix0hr_DirectCapture__pur90__muweak__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"weak",30,"high",5,"sceptre",0.699805363799352,0.958962523414086,0.7260935814306,0.0271716755866612,0.691542288557214,7287,10251,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moilow","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"low",1,"thresh3",0.733427471733453,0.816467229006239,0.883010846597007,0.16374269005848,0.885840707964602,2394,2260,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moilow","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"low",1,"thresh10",0.654072956310183,0.857210651617534,0.73740478519613,0.126715945089757,0.731858407079646,1894,2260,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moilow","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"low",1,"thresh20",0.61765708787131,0.917418744267469,0.65478558123064,0.0753164556962025,0.64646017699115,1580,2260,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moilow","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"low",1,"ambient",0.659988708045255,0.682117977804967,0.966769414621275,0.321316614420063,0.957964601769911,3190,2260,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moilow","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"low",1,"otsu",0.62068126052701,0.885515563427477,0.688453803111889,0.112790697674419,0.675221238938053,1720,2260,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moilow","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"low",1,"valley",0.660083809833805,0.851018759330275,0.764575321086752,0.146739130434783,0.764159292035398,2024,2260,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moilow","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"low",1,"fishash",0.789550282064434,0.872438160596069,0.895298513744083,0.109836788707543,0.892920353982301,2267,2260,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moilow","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"low",1,"depth_fix",0.770305795095178,0.825435779678139,0.922438385082527,0.155681358673676,0.923893805309735,2473,2260,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moilow","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"low",1,"sceptre",0.704076671310944,0.840689436869645,0.834126584190737,0.166365280289331,0.815929203539823,2212,2260,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"high",5,"thresh3",0.850577173643047,0.955489344688072,0.885507929861172,0.0359650787625735,0.885007404826204,10538,11479,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"high",5,"thresh10",0.714560542350239,0.967969562578698,0.732239018138616,0.0266155276615528,0.729593170136771,8604,11479,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"high",5,"thresh20",0.640944205062476,0.981242199676728,0.649063416208126,0.0151013379255531,0.647704503876644,7549,11479,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"high",5,"ambient",0.867404321651558,0.977319546458042,0.886876646039113,0.0153815421494207,0.858785608502483,10012,11479,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"high",5,"otsu",0.641526529802354,0.979257951538736,0.650911722314487,0.0167086593290015,0.645962191828557,7541,11479,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"high",5,"valley",0.686305172645253,0.9652799789456,0.709875023835292,0.0323518261089347,0.667044167610419,7913,11479,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"high",5,"fishash",0.87696832213728,0.957606960429494,0.913637730670305,0.0357624831309042,0.87141737085112,10374,11479,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"high",5,"depth_fix",0.87836886891863,0.956297243957686,0.914752946149007,0.0347215809400683,0.910619391933095,10829,11479,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"high",5,"sceptre",0.753602515616053,0.986060467418937,0.764088989318606,0.00996204933586338,0.727241048871853,8432,11479,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moilow","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"low",1,"thresh3",0.794120979236147,0.82739018241202,0.95434314919373,0.143906020558003,0.951836734693878,2724,2450,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moilow","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"low",1,"thresh10",0.760819498496931,0.878833798968512,0.852312432940502,0.103373702422145,0.846122448979592,2312,2450,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moilow","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"low",1,"thresh20",0.734927429893459,0.931216271946611,0.778540554559069,0.0585898709036743,0.773877551020408,2014,2450,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moilow","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"low",1,"ambient",0.706567486891883,0.731500066033342,0.962919431387904,0.249760153501759,0.957551020408163,3127,2450,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moilow","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"low",1,"otsu",0.704329196042674,0.926692890431923,0.757590686840029,0.0612770339855819,0.744081632653061,1942,2450,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moilow","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"low",1,"valley",0.722879578042171,0.858534631872972,0.849284653735493,0.129953131657435,0.833469387755102,2347,2450,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moilow","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"low",1,"fishash",0.833827085035046,0.87658843316248,0.948712631318887,0.0940574576938213,0.939591836734694,2541,2450,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moilow","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"low",1,"depth_fix",0.808897172521517,0.829636236956959,0.971210894852673,0.139391745112238,0.970204081632653,2762,2450,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moilow","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"low",1,"sceptre",0.792879085849227,0.875901606139345,0.906120726997392,0.122736418511066,0.889795918367347,2485,2450,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"high",5,"thresh3",0.917511752650591,0.958633607567752,0.955928813769117,0.0305636743215031,0.955473251028807,11975,12150,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"high",5,"thresh10",0.829178665199954,0.971649529637418,0.85000916740814,0.0210227272727273,0.850864197530864,10560,12150,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"high",5,"thresh20",0.758753418716817,0.982966984444107,0.768473875999759,0.0118130998839785,0.771111111111111,9481,12150,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"high",5,"ambient",0.908828949024281,0.988096274605708,0.920111830929304,0.00436641499135814,0.90082304526749,10993,12150,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"high",5,"otsu",0.714059390059549,0.98751542502946,0.721541939448696,0.00805262560961778,0.719835390946502,8817,12150,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"high",5,"valley",0.809426743054093,0.969494826886635,0.835600103534455,0.0247118577847236,0.821810699588477,10238,12150,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"high",5,"fishash",0.923644860486096,0.961343811689369,0.961122729004344,0.0293718166383701,0.941069958847737,11780,12150,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"high",5,"depth_fix",0.935230552032303,0.959940437463369,0.973632935333439,0.0298127463863338,0.972263374485597,12176,12150,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moihigh","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"high",5,"sceptre",0.809948760288222,0.992975738947657,0.816259503771303,0.00349724459516744,0.773909465020576,9436,12150,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moilow","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"low",1,"thresh3",0.785889760235872,0.975224378706425,0.802682134031695,0.023121387283237,0.814675950723085,1557,1867,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moilow","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"low",1,"thresh10",0.629441184964479,0.987319444444444,0.633727381519709,0.0107438016528926,0.641135511515801,1210,1867,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moilow","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"low",1,"thresh20",0.536705448117746,0.984390350877193,0.539233909382578,0.00958772770853308,0.553294054633101,1043,1867,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moilow","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"low",1,"ambient",0.669840146771015,0.699063516118554,0.959800872868754,0.286875253961804,0.94001071237279,2461,1867,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moilow","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"low",1,"otsu",0.597064825611501,0.980022625637177,0.610304114508426,0.0388841927303466,0.608998393144081,1183,1867,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moilow","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"low",1,"valley",0.613898905423332,0.9787127843764,0.625417239089391,0.0229202037351443,0.616497054097483,1178,1867,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moilow","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"low",1,"fishash",0.819618570840453,0.980240092967038,0.833446432527494,0.0157828282828283,0.835029459025174,1584,1867,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moilow","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"low",1,"depth_fix",0.839671612069251,0.975271342933824,0.857989187485152,0.0205686630369026,0.867166577396893,1653,1867,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moilow","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"low",1,"sceptre",0.729101323254202,0.946507073386914,0.776311515513512,0.0720203951561504,0.779860739153723,1569,1867,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"high",5,"thresh3",0.815213113733691,0.995112926315014,0.818526306001949,0.00465056194290143,0.822042035634269,7741,9373,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"high",5,"thresh10",0.641977727015167,0.997681788107912,0.642934570819027,0.00214698596201486,0.644617518403926,6055,9373,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"high",5,"thresh20",0.555674733420298,0.997770390636125,0.556340154152033,0.0019047619047619,0.559052597887549,5250,9373,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"high",5,"ambient",0.858541582296396,0.984718366124486,0.87130159577111,0.0104218362282878,0.850954870372346,8060,9373,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"high",5,"otsu",0.596174287874933,0.997896406199204,0.596894585537468,0.00178062678062678,0.598100928198016,5616,9373,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"high",5,"valley",0.632817228764719,0.997490286887651,0.634341461809827,0.00295033601049008,0.648991784914115,6101,9373,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"high",5,"fishash",0.841415710833609,0.996120534159341,0.844323094211685,0.0032133676092545,0.827376506988157,7780,9373,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"high",5,"depth_fix",0.854744046108704,0.994893236483355,0.858423539107697,0.00434944699888157,0.854795689747146,8047,9373,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"high",5,"sceptre",0.711195129582376,0.991824939859337,0.718111503364185,0.00640439158279963,0.695188306838792,6558,9373,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moilow","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"low",1,"thresh3",0.845750322534637,0.968101494751814,0.867705020033884,0.0201196302338227,0.878595806923452,1839,2051,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moilow","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"low",1,"thresh10",0.720757835836866,0.988280852289473,0.725974597055047,0.00863787375415282,0.727450024378352,1505,2051,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moilow","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"low",1,"thresh20",0.63127051498988,0.98880266453253,0.634264105364969,0.00758725341426404,0.637737688932228,1318,2051,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moilow","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"low",1,"ambient",0.705290448403944,0.730438021703744,0.967572384783856,0.258588146470366,0.957581667479278,2649,2051,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moilow","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"low",1,"otsu",0.63485728396959,0.985803160672761,0.646551779165882,0.045156591405681,0.639200390053632,1373,2051,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moilow","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"low",1,"valley",0.691477409170149,0.979988698170516,0.703917723215775,0.0143051771117166,0.705509507557289,1468,2051,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moilow","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"low",1,"fishash",0.867100846859243,0.973070428674432,0.886521209589936,0.015667206915181,0.888347147732813,1851,2051,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moilow","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"low",1,"depth_fix",0.89491081191726,0.971391579490154,0.914720100063797,0.0182007280291212,0.920526572403706,1923,2051,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moilow","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"low",1,"sceptre",0.775021568930852,0.925554807148385,0.838209797175597,0.0919723551302499,0.832764505119454,1881,2051,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"high",5,"thresh3",0.884959469789246,0.99546499919333,0.888451163399981,0.00359674177509785,0.890180512238919,9453,10581,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"high",5,"thresh10",0.729882090977056,0.997933480004771,0.730933609479839,0.00154559505409583,0.732633966543805,7764,10581,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"high",5,"thresh20",0.65056548616422,0.998141382246053,0.651314620001143,0.00130851991858098,0.649182496928457,6878,10581,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"high",5,"ambient",0.883172355618205,0.994841248376195,0.88769375156816,0.00358228397742076,0.867498346092052,9212,10581,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"high",5,"otsu",0.638720101671597,0.998647012251968,0.639274601400616,0.000889152341434499,0.63717985067574,6748,10581,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"high",5,"valley",0.718912999583409,0.997276164756168,0.720773655353094,0.00208577760396298,0.723466591059446,7671,10581,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"high",5,"fishash",0.907849824639225,0.996458572122815,0.910986846699464,0.00297904032343866,0.885644079009545,9399,10581,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"high",5,"depth_fix",0.916185868670467,0.994858818296789,0.920537874265272,0.00379681888147768,0.917493620640771,9745,10581,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"high",5,"sceptre",0.761943967700511,0.995926028993134,0.765551131099621,0.00283176728021624,0.732161421415745,7769,10581,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moilow","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"low",1,"thresh3",0.932406557502144,0.976401553016005,0.952857799276264,0.0168381665107577,0.958941605839416,2138,2192,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moilow","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"low",1,"thresh10",0.836076265541246,0.991880250683269,0.842089583018637,0.0064,0.849908759124088,1875,2192,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moilow","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"low",1,"thresh20",0.756269738468953,0.993336567224513,0.760690592057975,0.00533175355450237,0.765967153284672,1688,2192,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moilow","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"low",1,"ambient",0.77474525661817,0.793414901411097,0.977186234082772,0.196381454956653,0.972627737226277,2653,2192,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moilow","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"low",1,"otsu",0.717763480533794,0.99818954248366,0.718954672674986,0.00189753320683112,0.719890510948905,1581,2192,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moilow","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"low",1,"valley",0.799262448271202,0.988717604505917,0.808479349514419,0.00956130483689539,0.803375912408759,1778,2192,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moilow","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"low",1,"fishash",0.922235801518759,0.955416217934694,0.964804886058628,0.0327641901245962,0.956204379562044,2167,2192,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moilow","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"low",1,"depth_fix",0.949181345383581,0.977841137378996,0.969447937205676,0.015668202764977,0.974452554744526,2170,2192,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moilow","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"low",1,"sceptre",0.85735794237445,0.962009494802773,0.892970295245537,0.0364532019704433,0.892335766423358,2030,2192,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"high",5,"thresh3",0.952442567736109,0.995402931232939,0.956689221495417,0.00315194215259108,0.95812171433663,10787,11223,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"high",5,"thresh10",0.84887688587314,0.997983381301603,0.850372762498157,0.00124701236620596,0.856366390448187,9623,11223,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"high",5,"thresh20",0.767441247214926,0.998674685527403,0.76829419758997,0.0010365081193136,0.772877127327809,8683,11223,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"high",5,"ambient",0.907893038546158,0.993784036813302,0.913406379582834,0.00237859266600595,0.896908135079747,10090,11223,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"high",5,"otsu",0.708476044858693,0.999332070707071,0.708873166652539,0.000374018202219175,0.714425732869999,8021,11223,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"high",5,"valley",0.828619675621013,0.997064618824848,0.831094208614976,0.00168990283058724,0.842199055511004,9468,11223,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"high",5,"fishash",0.946036286655821,0.995506719162392,0.950107644558458,0.00249783840906907,0.925153702218658,10409,11223,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"high",5,"depth_fix",0.96568328405893,0.994580052172378,0.970554521921244,0.00319488817891374,0.973001871157445,10955,11223,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moihigh","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"high",5,"sceptre",0.807038144173417,0.998373517004133,0.808467517483771,0.000919434547753132,0.774570079301435,8701,11223,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moilow","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"low",1,"thresh3",0.725061518511798,0.886223546753434,0.80153547445647,0.101088646967341,0.817538896746818,1286,1414,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moilow","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"low",1,"thresh10",0.589448773233701,0.926679775058972,0.619550710129772,0.0695020746887967,0.634370579915134,964,1414,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moilow","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"low",1,"thresh20",0.517550671272123,0.932808107425454,0.538555513763294,0.062953995157385,0.547383309759547,826,1414,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moilow","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"low",1,"ambient",0.680138393165829,0.718901933740497,0.945856152315563,0.287257019438445,0.933521923620934,1852,1414,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moilow","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"low",1,"otsu",0.561855344835649,0.903425505050505,0.614593251707611,0.137373737373737,0.603960396039604,990,1414,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moilow","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"low",1,"valley",0.590345603513353,0.932199576445933,0.627747613000187,0.0692864529472596,0.636492220650636,967,1414,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moilow","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"low",1,"fishash",0.758087270105295,0.913418681290781,0.818371456517252,0.0735177865612648,0.828854314002829,1265,1414,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moilow","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"low",1,"depth_fix",0.766468188944387,0.881396225662203,0.849481188689055,0.0936802973977695,0.862093352192362,1345,1414,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moilow","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"low",1,"sceptre",0.682869542984778,0.877033791788256,0.774424895518288,0.154779969650986,0.787835926449788,1318,1414,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moihigh","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"high",5,"thresh3",0.801386101035347,0.963421055767579,0.825684581878838,0.0218776916451335,0.828905109489051,5805,6850,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moihigh","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"high",5,"thresh10",0.651678276502757,0.97622373758813,0.662261454816245,0.0143665650848933,0.661021897810219,4594,6850,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moihigh","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"high",5,"thresh20",0.56459271634197,0.978785019926306,0.571123628990093,0.0132180986273513,0.566715328467153,3934,6850,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moihigh","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"high",5,"ambient",0.834617220384293,0.960145822856418,0.868680009941795,0.0216912387730893,0.842773722627737,5901,6850,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moihigh","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"high",5,"otsu",0.602005250354135,0.980313487604091,0.609033277830937,0.0130455407969639,0.607445255474453,4216,6850,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moihigh","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"high",5,"valley",0.646148381665344,0.973046442069067,0.661011286014122,0.0177220661335639,0.663503649635036,4627,6850,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moihigh","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"high",5,"fishash",0.858856408992801,0.972330847312332,0.880605113411894,0.0181299311734094,0.853868613138686,5957,6850,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moihigh","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"high",5,"depth_fix",0.838834789939689,0.964618119009931,0.86491116096434,0.0208920577018737,0.862043795620438,6031,6850,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moihigh","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"high",5,"sceptre",0.705882667895468,0.975238044997629,0.722898801132298,0.0158796489761805,0.687591240875912,4786,6850,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__mumod__moilow","direct-capture","mix72hr_DirectCapture",0.9,"mod",100,"low",1,"thresh3",0.791507892343161,0.888664227004111,0.885184734560811,0.0848126232741617,0.874921433060968,1521,1591,"A direct-capture"
